# background genes,# genes,category,chart color,description,FDR value,genes,network.SUID,nodes.SUID,p-value,PMID,term name,transferred FDR value,year
2265,12,GO Biological Process,,Negative regulation of cellular metabolic process,1.00E-06,CYP27B1|RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|WWP1|MYC|CTNNB1,29626,29718|29739|29730|29727|29745|29721|29715|29748|29733|29751|29736|29742,6.39E-11,,GO:0031324,0.660343064,0
1592,11,GO Biological Process,,Negative regulation of cellular biosynthetic process,1.00E-06,CYP27B1|RARA|SMAD2|CDK2|GSK3B|SMAD3|MYB|JUN|WWP1|MYC|CTNNB1,29626,29718|29739|29730|29727|29745|29715|29748|29733|29751|29736|29742,6.66E-11,,GO:0031327,0.660343064,0
26,4,WikiPathways,,Wnt/beta-catenin signaling pathway in leukemia,1.21E-06,RARA|GSK3B|MYC|CTNNB1,29626,29739|29745|29736|29742,3.09E-09,,WP3658,0.65123194,0
100,5,WikiPathways,,Wnt signaling pathway and pluripotency,1.26E-06,GSK3B|PRKCD|JUN|MYC|CTNNB1,29626,29745|29721|29733|29736|29742,4.85E-09,,WP399,0.649296565,0
322,7,TISSUES,,Cervical carcinoma cell,1.29E-06,SMAD2|CDK2|GSK3B|SMAD3|JUN|MYC|CTNNB1,29626,29730|29727|29745|29715|29733|29736|29742,5.33E-10,,BTO:0000180,0.648171873,0
141,5,KEGG Pathways,,Signaling pathways regulating pluripotency of stem cells,1.43E-06,SMAD2|GSK3B|SMAD3|MYC|CTNNB1,29626,29730|29745|29715|29736|29742,2.55E-08,,hsa04550,0.643247218,0
120,5,WikiPathways,,Cell cycle,1.43E-06,SMAD2|CDK2|GSK3B|SMAD3|MYC,29626,29730|29727|29745|29715|29736,1.17E-08,,WP179,0.643247218,0
109,5,WikiPathways,,Androgen receptor network in prostate cancer,1.43E-06,SMAD2|CDK2|SMAD3|JUN|MYC,29626,29730|29727|29715|29733|29736,7.35E-09,,WP2263,0.643247218,0
113,5,WikiPathways,,Gastrin signaling pathway,1.43E-06,GSK3B|PRKCD|JUN|MYC|CTNNB1,29626,29745|29721|29733|29736|29742,8.74E-09,,WP4659,0.643247218,0
114,5,WikiPathways,,CKAP4 signaling pathway map,1.43E-06,GSK3B|SMAD3|JUN|MYC|CTNNB1,29626,29745|29715|29733|29736|29742,9.12E-09,,WP5322,0.643247218,0
109,5,WikiPathways,,DNA damage response (only ATM dependent),1.43E-06,GSK3B|SMAD3|JUN|MYC|CTNNB1,29626,29745|29715|29733|29736|29742,7.35E-09,,WP710,0.643247218,0
1108,9,Reactome Pathways,,Developmental Biology,1.55E-06,RARA|SMAD2|CDK2|GSK3B|SMAD3|MYB|JUN|MYC|CTNNB1,29626,29739|29730|29727|29745|29715|29748|29733|29736|29742,3.39E-09,,HSA-1266738,0.639395694,0
132,5,WikiPathways,,TGF-beta signaling pathway,1.61E-06,SMAD2|SMAD3|JUN|WWP1|MYC,29626,29730|29715|29733|29751|29736,1.85E-08,,WP366,0.637580392,0
44,4,WikiPathways,,Integrated cancer pathway,1.70E-06,SMAD2|CDK2|SMAD3|MYC,29626,29730|29727|29715|29736,2.18E-08,,WP1971,0.634980506,0
154,5,KEGG Pathways,,Wnt signaling pathway,1.88E-06,GSK3B|SMAD3|JUN|MYC|CTNNB1,29626,29745|29715|29733|29736|29742,3.92E-08,,hsa04310,0.630170025,0
154,5,KEGG Pathways,,Hippo signaling pathway,1.88E-06,SMAD2|GSK3B|SMAD3|MYC|CTNNB1,29626,29730|29745|29715|29736|29742,3.92E-08,,hsa04390,0.630170025,0
161,5,KEGG Pathways,,Hepatocellular carcinoma,1.88E-06,SMAD2|GSK3B|SMAD3|MYC|CTNNB1,29626,29730|29745|29715|29736|29742,4.86E-08,,hsa05225,0.630170025,0
62,5,GO Biological Process,,Regulation of miRNA transcription,1.93E-06,RARA|SMAD3|MYB|JUN|MYC,29626,29739|29715|29748|29733|29736,4.91E-10,,GO:1902893,0.628915433,0
49,4,WikiPathways,,TROP2 regulatory signaling,2.32E-06,CDK2|PRKCD|JUN|CTNNB1,29626,29727|29721|29733|29742,3.27E-08,,WP5300,0.620118488,0
55,4,WikiPathways,,Overlap between signal transduction pathways contributing to LMNA laminopathies,3.08E-06,SMAD2|GSK3B|SMAD3|CTNNB1,29626,29730|29745|29715|29742,5.07E-08,,WP4879,0.606574551,0
54,4,WikiPathways,,TGF-beta receptor signaling,3.08E-06,SMAD2|SMAD3|JUN|CTNNB1,29626,29730|29715|29733|29742,4.73E-08,,WP560,0.606574551,0
58,4,WikiPathways,,TGF-beta receptor signaling in skeletal dysplasias,3.46E-06,SMAD2|SMAD3|JUN|CTNNB1,29626,29730|29715|29733|29742,6.21E-08,,WP4816,0.60101387,0
87,5,GO Biological Process,,Ureteric bud development,3.94E-06,RARA|SMAD2|SMAD3|MYC|CTNNB1,29626,29739|29730|29715|29736|29742,2.48E-09,,GO:0001657,0.594804431,0
1532,10,GO Biological Process,,Negative regulation of macromolecule biosynthetic process,3.94E-06,RARA|SMAD2|CDK2|GSK3B|SMAD3|MYB|JUN|WWP1|MYC|CTNNB1,29626,29739|29730|29727|29745|29715|29748|29733|29751|29736|29742,1.92E-09,,GO:0010558,0.594804431,0
4143,13,GO Biological Process,,Regulation of cellular biosynthetic process,3.94E-06,CYP27B1|RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|WWP1|MYC|CTNNB1,29626,29718|29739|29730|29727|29745|29721|29715|29748|29733|29724|29751|29736|29742,1.60E-09,,GO:0031326,0.594804431,0
375,7,GO Biological Process,,Regulation of binding,3.94E-06,RARA|SMAD2|GSK3B|PRKCD|SMAD3|JUN|CTNNB1,29626,29739|29730|29745|29721|29715|29733|29742,1.51E-09,,GO:0051098,0.594804431,0
66,4,WikiPathways,,AGE/RAGE pathway,5.00E-06,SMAD2|PRKCD|SMAD3|JUN,29626,29730|29721|29715|29733,1.02E-07,,WP2324,0.583416398,0
65,4,WikiPathways,,Physico-chemical features and toxicity-associated pathways,5.00E-06,GSK3B|JUN|MYC|CTNNB1,29626,29745|29733|29736|29742,9.60E-08,,WP3680,0.583416398,0
2403,11,GO Biological Process,,Negative regulation of nitrogen compound metabolic process,5.86E-06,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|WWP1|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29748|29733|29751|29736|29742,5.60E-09,,GO:0051172,0.57583042,0
210,5,KEGG Pathways,,Human T-cell leukemia virus 1 infection,5.93E-06,SMAD2|CDK2|SMAD3|JUN|MYC,29626,29730|29727|29715|29733|29736,1.77E-07,,hsa05166,0.575262846,0
74,4,WikiPathways,,"Non-genomic actions of 1,25 dihydroxyvitamin D3",7.25E-06,CYP27B1|PRKCD|JUN|RXRB,29626,29718|29721|29733|29724,1.58E-07,,WP4341,0.565656691,0
1146,9,COMPARTMENTS,,Nucleoplasm,1.05E-05,RARA|SMAD2|CDK2|GSK3B|SMAD3|MYB|JUN|MYC|CTNNB1,29626,29739|29730|29727|29745|29715|29748|29733|29736|29742,4.56E-09,,GOCC:0005654,0.547953852,0
85,4,WikiPathways,,ncRNAs involved in Wnt signaling in hepatocellular carcinoma,1.17E-05,GSK3B|JUN|MYC|CTNNB1,29626,29745|29733|29736|29742,2.69E-07,,WP4336,0.542781543,0
96,4,KEGG Pathways,,AGE-RAGE signaling pathway in diabetic complications,1.31E-05,SMAD2|PRKCD|SMAD3|JUN,29626,29730|29721|29715|29733,4.30E-07,,hsa04933,0.537379339,0
90,4,WikiPathways,,Androgen receptor signaling pathway,1.38E-05,GSK3B|SMAD3|JUN|CTNNB1,29626,29745|29715|29733|29742,3.35E-07,,WP138,0.534891189,0
93,4,WikiPathways,,lncRNA in canonical Wnt signaling and colorectal cancer,1.49E-05,GSK3B|JUN|MYC|CTNNB1,29626,29745|29733|29736|29742,3.81E-07,,WP4258,0.531225495,0
1322,9,GO Biological Process,,"Negative regulation of transcription, DNA-templated",1.55E-05,RARA|SMAD2|CDK2|SMAD3|MYB|JUN|WWP1|MYC|CTNNB1,29626,29739|29730|29727|29715|29748|29733|29751|29736|29742,1.59E-08,,GO:0045892,0.529338517,0
1332,9,GO Biological Process,,Positive regulation of developmental process,1.55E-05,CYP27B1|RARA|SMAD2|GSK3B|SMAD3|MYB|RXRB|MYC|CTNNB1,29626,29718|29739|29730|29745|29715|29748|29724|29736|29742,1.69E-08,,GO:0051094,0.529338517,0
1363,9,GO Biological Process,,Response to endogenous stimulus,1.62E-05,CYP27B1|RARA|SMAD2|GSK3B|PRKCD|SMAD3|JUN|RXRB|CTNNB1,29626,29718|29739|29730|29745|29721|29715|29733|29724|29742,2.07E-08,,GO:0009719,0.527227255,0
97,4,WikiPathways,,B cell receptor signaling pathway,1.67E-05,GSK3B|PRKCD|JUN|MYC,29626,29745|29721|29733|29736,4.48E-07,,WP23,0.52577434,0
98,4,WikiPathways,,Hippo signaling regulation pathways,1.67E-05,SMAD2|PRKCD|SMAD3|CTNNB1,29626,29730|29721|29715|29742,4.66E-07,,WP4540,0.52577434,0
2760,11,GO Biological Process,,Negative regulation of macromolecule metabolic process,1.69E-05,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|WWP1|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29748|29733|29751|29736|29742,2.47E-08,,GO:0010605,0.525205319,0
2749,11,GO Biological Process,,Regulation of multicellular organismal process,1.69E-05,CYP27B1|RARA|SMAD2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29718|29739|29730|29745|29721|29715|29748|29733|29724|29736|29742,2.36E-08,,GO:0051239,0.525205319,0
100,4,WikiPathways,,Neural crest differentiation,1.71E-05,GSK3B|MYB|MYC|CTNNB1,29626,29745|29748|29736|29742,5.04E-07,,WP2064,0.524642992,0
2041,10,GO Biological Process,,Positive regulation of cellular biosynthetic process,1.98E-05,RARA|SMAD2|CDK2|PRKCD|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29727|29721|29715|29748|29733|29724|29736|29742,3.10E-08,,GO:0031328,0.517635753,0
2056,10,GO Biological Process,,Positive regulation of nucleobase-containing compound metabolic process,1.98E-05,RARA|SMAD2|CDK2|PRKCD|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29727|29721|29715|29748|29733|29724|29736|29742,3.33E-08,,GO:0045935,0.517635753,0
48,4,GO Biological Process,,Positive regulation of miRNA transcription,1.98E-05,SMAD3|MYB|JUN|MYC,29626,29715|29748|29733|29736,3.02E-08,,GO:1902895,0.517635753,0
271,5,WikiPathways,,IL-18 signaling pathway,1.98E-05,GSK3B|PRKCD|JUN|RXRB|CTNNB1,29626,29745|29721|29733|29724|29742,6.09E-07,,WP4754,0.517635753,0
59,4,Reactome Pathways,,Transcriptional regulation of granulopoiesis,2.52E-05,RARA|CDK2|MYB|MYC,29626,29739|29727|29748|29736,6.63E-08,,HSA-9616222,0.506108876,0
3980,12,GO Biological Process,,Regulation of macromolecule biosynthetic process,2.57E-05,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|WWP1|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29748|29733|29724|29751|29736|29742,4.97E-08,,GO:0010556,0.505169804,0
9,3,GO Biological Process,,Embryonic foregut morphogenesis,2.57E-05,SMAD2|SMAD3|CTNNB1,29626,29730|29715|29742,4.91E-08,,GO:0048617,0.505169804,0
114,4,WikiPathways,,Wnt signaling,2.61E-05,GSK3B|JUN|MYC|CTNNB1,29626,29745|29733|29736|29742,8.37E-07,,WP428,0.504431608,0
120,4,KEGG Pathways,,Thyroid hormone signaling pathway,2.86E-05,GSK3B|RXRB|MYC|CTNNB1,29626,29745|29724|29736|29742,1.02E-06,,hsa04919,0.500059529,0
1547,9,GO Biological Process,,Response to oxygen-containing compound,3.05E-05,CYP27B1|RARA|SMAD2|CDK2|GSK3B|PRKCD|JUN|RXRB|CTNNB1,29626,29718|29739|29730|29727|29745|29721|29733|29724|29742,6.21E-08,,GO:1901700,0.496985213,0
30,3,WikiPathways,,Extracellular vesicle-mediated signaling in recipient cells,3.63E-05,SMAD2|SMAD3|CTNNB1,29626,29730|29715|29742,1.21E-06,,WP2870,0.488664144,0
3114,11,GO Biological Process,,Positive regulation of cellular metabolic process,4.00E-05,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29748|29733|29724|29736|29742,8.93E-08,,GO:0031325,0.484024863,0
1103,8,GO Biological Process,,Cellular response to endogenous stimulus,4.21E-05,RARA|SMAD2|GSK3B|PRKCD|SMAD3|JUN|RXRB|CTNNB1,29626,29739|29730|29745|29721|29715|29733|29724|29742,9.92E-08,,GO:0071495,0.481579161,0
3166,11,GO Biological Process,,Positive regulation of nitrogen compound metabolic process,4.40E-05,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29748|29733|29724|29736|29742,1.07E-07,,GO:0051173,0.479469301,0
713,7,GO Biological Process,,Negative regulation of cell population proliferation,4.80E-05,CYP27B1|RARA|SMAD2|SMAD3|JUN|MYC|CTNNB1,29626,29718|29739|29730|29715|29733|29736|29742,1.19E-07,,GO:0008285,0.475310399,0
14,3,Reactome Pathways,,Formation of axial mesoderm,4.94E-05,SMAD2|SMAD3|CTNNB1,29626,29730|29715|29742,1.52E-07,,HSA-9796292,0.473936257,0
150,4,KEGG Pathways,,Cellular senescence,5.64E-05,SMAD2|CDK2|SMAD3|MYC,29626,29730|29727|29715|29736,2.42E-06,,hsa04218,0.467602229,0
37,3,KEGG Pathways,,Thyroid cancer,5.64E-05,RXRB|MYC|CTNNB1,29626,29724|29736|29742,2.18E-06,,hsa05216,0.467602229,0
146,4,KEGG Pathways,,Breast cancer,5.64E-05,GSK3B|JUN|MYC|CTNNB1,29626,29745|29733|29736|29742,2.18E-06,,hsa05224,0.467602229,0
1710,9,GO Biological Process,,"Positive regulation of transcription, DNA-templated",5.80E-05,RARA|SMAD2|CDK2|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29727|29715|29748|29733|29724|29736|29742,1.48E-07,,GO:0045893,0.466265157,0
5899,13,GO Biological Process,,Regulation of primary metabolic process,5.80E-05,CYP27B1|RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|WWP1|MYC|CTNNB1,29626,29718|29739|29730|29727|29745|29721|29715|29748|29733|29724|29751|29736|29742,1.57E-07,,GO:0080090,0.466265157,0
143,4,WikiPathways,,Brain-derived neurotrophic factor (BDNF) signaling pathway,5.83E-05,GSK3B|PRKCD|JUN|CTNNB1,29626,29745|29721|29733|29742,2.01E-06,,WP2380,0.466018567,0
36,3,WikiPathways,,Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling,5.83E-05,SMAD2|GSK3B|SMAD3,29626,29730|29745|29715,2.02E-06,,WP3850,0.466018567,0
157,4,KEGG Pathways,,Hepatitis C,6.08E-05,CDK2|GSK3B|MYC|CTNNB1,29626,29727|29745|29736|29742,2.89E-06,,hsa05160,0.464011671,0
158,4,KEGG Pathways,,Hepatitis B,6.08E-05,CDK2|SMAD3|JUN|MYC,29626,29727|29715|29733|29736,2.97E-06,,hsa05161,0.464011671,0
150,4,WikiPathways,,Hepatitis B infection,6.53E-05,SMAD2|SMAD3|JUN|MYC,29626,29730|29715|29733|29736,2.42E-06,,WP4666,0.460598842,0
40,3,WikiPathways,,IL-5 signaling pathway,6.99E-05,GSK3B|JUN|MYC,29626,29745|29733|29736,2.72E-06,,WP127,0.457345112,0
154,4,WikiPathways,,Breast cancer pathway,6.99E-05,GSK3B|JUN|MYC|CTNNB1,29626,29745|29733|29736|29742,2.69E-06,,WP4262,0.457345112,0
17,3,Reactome Pathways,,Germ layer formation at gastrulation,7.24E-05,SMAD2|SMAD3|CTNNB1,29626,29730|29715|29742,2.54E-07,,HSA-9754189,0.455665487,0
42,3,WikiPathways,,TNF-related weak inducer of apoptosis (TWEAK) signaling pathway,7.60E-05,GSK3B|JUN|CTNNB1,29626,29745|29733|29742,3.13E-06,,WP2036,0.453346029,0
160,4,WikiPathways,,Epithelial to mesenchymal transition in colorectal cancer,7.60E-05,SMAD2|GSK3B|SMAD3|CTNNB1,29626,29730|29745|29715|29742,3.11E-06,,WP4239,0.453346029,0
1250,8,GO Biological Process,,Positive regulation of transcription by RNA polymerase II,9.25E-05,RARA|SMAD2|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29715|29748|29733|29724|29736|29742,2.60E-07,,GO:0045944,0.443955055,0
1067,8,TISSUES,,Leukemia cell,9.31E-05,SMAD2|CDK2|GSK3B|SMAD3|MYB|JUN|MYC|CTNNB1,29626,29730|29727|29745|29715|29748|29733|29736|29742,7.68E-08,,BTO:0001271,0.44364602,0
3533,11,GO Biological Process,,Positive regulation of macromolecule metabolic process,1.10E-04,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29748|29733|29724|29736|29742,3.41E-07,,GO:0010604,0.435673147,0
2609,10,GO Biological Process,,Cellular response to chemical stimulus,1.10E-04,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|JUN|RXRB|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29733|29724|29736|29742,3.29E-07,,GO:0070887,0.435673147,0
187,4,KEGG Pathways,,Kaposi sarcoma-associated herpesvirus infection,1.10E-04,GSK3B|JUN|MYC|CTNNB1,29626,29745|29733|29736|29742,5.70E-06,,hsa05167,0.435673147,0
48,3,WikiPathways,,Hepatitis C and hepatocellular carcinoma,1.10E-04,SMAD3|JUN|MYC,29626,29715|29733|29736,4.58E-06,,WP3646,0.435673147,0
51,3,WikiPathways,,Wnt signaling pathway,1.20E-04,GSK3B|MYC|CTNNB1,29626,29745|29736|29742,5.45E-06,,WP363,0.431514245,0
434,5,WikiPathways,,Malignant pleural mesothelioma,1.30E-04,CDK2|GSK3B|JUN|MYC|CTNNB1,29626,29727|29745|29733|29736|29742,5.95E-06,,WP5087,0.427688426,0
52,3,WikiPathways,,NRP1-triggered signaling pathways in pancreatic cancer ,1.30E-04,SMAD2|CDK2|SMAD3,29626,29730|29727|29715,5.76E-06,,WP5144,0.427688426,0
2692,10,GO Biological Process,,Response to organic substance,1.40E-04,CYP27B1|RARA|SMAD2|GSK3B|PRKCD|SMAD3|JUN|RXRB|MYC|CTNNB1,29626,29718|29739|29730|29745|29721|29715|29733|29724|29736|29742,4.44E-07,,GO:0010033,0.42414627,0
876,7,GO Biological Process,,Positive regulation of cell differentiation,1.40E-04,CYP27B1|RARA|SMAD2|GSK3B|SMAD3|MYB|CTNNB1,29626,29718|29739|29730|29745|29715|29748|29742,4.79E-07,,GO:0045597,0.42414627,0
97,4,GO Biological Process,,Negative regulation of myeloid cell differentiation,1.40E-04,RARA|MYB|MYC|CTNNB1,29626,29739|29748|29736|29742,4.48E-07,,GO:0045638,0.42414627,0
58,3,KEGG Pathways,,Endometrial cancer,1.40E-04,GSK3B|MYC|CTNNB1,29626,29745|29736|29742,7.89E-06,,hsa05213,0.42414627,0
59,3,KEGG Pathways,,Inflammatory bowel disease,1.40E-04,SMAD2|SMAD3|JUN,29626,29730|29715|29733,8.29E-06,,hsa05321,0.42414627,0
265,5,Reactome Pathways,,Signaling by Nuclear Receptors,1.40E-04,RARA|MYB|JUN|RXRB|MYC,29626,29739|29748|29733|29724|29736,5.47E-07,,HSA-9006931,0.42414627,0
587,7,GO Molecular Function,,Transcription factor binding,1.60E-04,RARA|SMAD2|GSK3B|SMAD3|JUN|MYC|CTNNB1,29626,29739|29730|29745|29715|29733|29736|29742,3.19E-08,,GO:0008134,0.41776384,0
442,6,TISSUES,,Bone marrow cancer cell,1.60E-04,SMAD2|GSK3B|SMAD3|MYB|JUN|MYC,29626,29730|29745|29715|29748|29733|29736,2.00E-07,,BTO:0000583,0.41776384,0
4899,12,GO Biological Process,,Regulation of gene expression,1.70E-04,RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|MYB|JUN|RXRB|WWP1|MYC|CTNNB1,29626,29739|29730|29727|29745|29721|29715|29748|29733|29724|29751|29736|29742,5.67E-07,,GO:0010468,0.414866151,0
3759,11,GO Biological Process,,Regulation of RNA metabolic process,1.90E-04,RARA|SMAD2|CDK2|PRKCD|SMAD3|MYB|JUN|RXRB|WWP1|MYC|CTNNB1,29626,29739|29730|29727|29721|29715|29748|29733|29724|29751|29736|29742,6.57E-07,,GO:0051252,0.409549875,0
63,3,WikiPathways,,Endometrial cancer,2.10E-04,GSK3B|MYC|CTNNB1,29626,29745|29736|29742,1.00E-05,,WP4155,0.404766163,0
539,7,Monarch Phenotype,,Pain,2.20E-04,CYP27B1|RARA|SMAD2|PRKCD|SMAD3|MYC|CTNNB1,29626,29718|29739|29730|29721|29715|29736|29742,1.79E-08,,HP:0012531,0.402542636,0
66,3,WikiPathways,,Thyroid stimulating hormone (TSH) signaling pathway,2.30E-04,CDK2|JUN|MYC,29626,29727|29733|29736,1.14E-05,,WP2032,0.400417965,0
69,3,WikiPathways,,Th17 cell differentiation pathway,2.50E-04,RARA|SMAD2|JUN,29626,29739|29730|29733,1.30E-05,,WP5130,0.396432555,0
971,7,GO Biological Process,,Negative regulation of transcription by RNA polymerase II,2.60E-04,RARA|CDK2|SMAD3|MYB|JUN|MYC|CTNNB1,29626,29739|29727|29715|29748|29733|29736|29742,9.56E-07,,GO:0000122,0.394557914,0
2131,9,GO Biological Process,,Positive regulation of response to stimulus,2.60E-04,CYP27B1|RARA|SMAD2|PRKCD|SMAD3|MYB|JUN|MYC|CTNNB1,29626,29718|29739|29730|29721|29715|29748|29733|29736|29742,9.80E-07,,GO:0048584,0.394557914,0
1505,8,GO Biological Process,,Positive regulation of multicellular organismal process,2.80E-04,CYP27B1|RARA|SMAD2|SMAD3|MYB|RXRB|MYC|CTNNB1,29626,29718|29739|29730|29715|29748|29724|29736|29742,1.07E-06,,GO:0051240,0.391015759,0
1518,8,GO Biological Process,,Intracellular signal transduction,2.90E-04,SMAD2|CDK2|GSK3B|PRKCD|SMAD3|JUN|MYC|CTNNB1,29626,29730|29727|29745|29721|29715|29733|29736|29742,1.15E-06,,GO:0035556,0.389338491,0
4010,11,GO Biological Process,,Response to chemical,3.20E-04,CYP27B1|RARA|SMAD2|CDK2|GSK3B|PRKCD|SMAD3|JUN|RXRB|MYC|CTNNB1,29626,29718|29739|29730|29727|29745|29721|29715|29733|29724|29736|29742,1.30E-06,,GO:0042221,0.384633329,0
81,3,KEGG Pathways,,ErbB signaling pathway,3.30E-04,GSK3B|JUN|MYC,29626,29745|29733|29736,2.07E-05,,hsa04012,0.383162529,0
76,3,WikiPathways,,Prolactin signaling pathway,3.30E-04,GSK3B|JUN|MYC,29626,29745|29733|29736,1.72E-05,,WP2037,0.383162529,0
476,6,COMPARTMENTS,,Chromatin,3.40E-04,RARA|SMAD2|SMAD3|JUN|MYC|CTNNB1,29626,29739|29730|29715|29733|29736|29742,3.07E-07,,GOCC:0000785,0.38173564,0
1582,8,GO Biological Process,,Regulation of cell differentiation,3.70E-04,CYP27B1|RARA|SMAD2|GSK3B|SMAD3|MYB|MYC|CTNNB1,29626,29718|29739|29730|29745|29715|29748|29736|29742,1.57E-06,,GO:0045595,0.377694031,0
458,6,GO Molecular Function,,"DNA-binding transcription activator activity, RNA polymerase II-specific",3.70E-04,SMAD2|SMAD3|MYB|JUN|RXRB|MYC,29626,29730|29715|29748|29733|29724|29736,2.46E-07,,GO:0001228,0.377694031,0
78,4,GO Molecular Function,,SMAD binding,3.70E-04,SMAD2|SMAD3|JUN|CTNNB1,29626,29730|29715|29733|29742,1.93E-07,,GO:0046332,0.377694031,0
14,3,GO Molecular Function,,I-SMAD binding,3.70E-04,SMAD2|SMAD3|CTNNB1,29626,29730|29715|29742,1.52E-07,,GO:0070411,0.377694031,0
484,6,GO Molecular Function,,DNA-binding transcription factor binding,3.70E-04,SMAD2|GSK3B|SMAD3|JUN|MYC|CTNNB1,29626,29730|29745|29715|29733|29736|29742,3.39E-07,,GO:0140297,0.377694031,0
9,2,WikiPathways,,Vitamin D metabolism,4.10E-04,CYP27B1|RXRB,29626,29718|29724,2.20E-05,,WP1531,0.372787448,0
91,3,KEGG Pathways,,TGF-beta signaling pathway,4.40E-04,SMAD2|SMAD3|MYC,29626,29730|29715|29736,2.90E-05,,hsa04350,0.369412124,0
92,3,KEGG Pathways,,Small cell lung cancer,4.40E-04,CDK2|RXRB|MYC,29626,29727|29724|29736,2.99E-05,,hsa05222,0.369412124,0
86,3,WikiPathways,,Pancreatic adenocarcinoma pathway,4.50E-04,SMAD2|PRKCD|SMAD3,29626,29730|29721|29715,2.46E-05,,WP4263,0.368337984,0
24,3,GO Molecular Function,,R-SMAD binding,4.60E-04,SMAD2|SMAD3|JUN,29626,29730|29715|29733,6.49E-07,,GO:0070412,0.367287453,0
