"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"111","11","KEGG Pathways","","TNF signaling pathway","7.25E-9","NFKB1|IRF1|MAPK3|JUNB|CEBPB|FOS|ATF4|JUN|MAPK8|RELA|AKT1","27629","27744|27694|27894|27732|27878|27912|27782|27712|27724|27780|27664","4.75E-10","","hsa04668","0.8139661993429007","0"
"276","16","GO Biological Process","","Sensory organ morphogenesis","7.29E-9","SOX9|MAPK3|STAT3|SP3|REST|RARB|ATF4|GATA2|GATA3|RARG|HIPK1|HIF1A|PITX2|CTNNB1|DLX5|TFAP2A","27629","27754|27894|27710|27768|27832|27722|27782|27884|27830|27842|27814|27866|27708|27758|27794|27876","8.74E-11","","GO:0090596","0.8137272471682027","0"
"2978","50","GO Biological Process","","Regulation of signal transduction","7.82E-9","NFKB1|SPI1|CYP27B1|EGR1|IRF1|SOX9|PTPRE|SMAD2|CSNK2A2|MAPK3|STAT3|TP63|KAT6A|GATA6|TP53|REL|PRKACA|STAT2|EZH2|GSK3B|PRKCD|KLHL22|SMAD3|CDK10|FOXM1|GATA2|DUSP9|DUSP19|WWP2|JUN|RUNX2|NCOA3|ZC3H12A|STK40|GATA3|URI1|NFE2L2|RELA|PPARA|NFATC1|TNIK|HIPK1|LATS1|HIF1A|HNF1A|AKT1|NR1H3|MYC|CTNNB1|DLX5","27629","27744|27704|27846|27716|27694|27754|27796|27838|27860|27894|27710|27828|27790|27728|27690|27910|27904|27888|27896|27688|27908|27856|27770|27726|27808|27884|27674|27718|27772|27712|27740|27738|27680|27906|27830|27852|27766|27780|27834|27706|27774|27814|27914|27866|27858|27664|27820|27786|27758|27794","9.42E-11","","GO:0009966","0.8106793246940152","0"
"6643","80","GO Biological Process","","Nitrogen compound metabolic process","8.29E-9","NFKB1|SPI1|EGR2|IRF1|SOX9|RARA|PTPRE|SMAD2|CSNK2A2|E2F3|MAPK3|PPM1F|EPAS1|STAT3|TP63|CASP6|SRF|KAT6A|TP53|PLK1|CEBPB|SMAD1|FOS|PRKACA|REST|CLK4|EZH2|GSK3B|PRKCD|KLHL22|SMAD3|PTPRB|ATF4|CDK10|FOXM1|E2F1|GATA2|NFYA|DUSP9|DUSP19|WWP2|KDM5B|DUSP23|NCOA3|YBX1|MTF1|ZC3H12A|STK40|ATRX|NR5A1|TFDP1|SF1|WT1|GATA3|GLRX|ETS1|MAPK8|NFATC2|NFE2L2|RELA|PPARA|DCAF1|TNIK|HMGA1|HIPK1|CBFB|PTPRG|UHMK1|HSF1|LATS1|HIF1A|HNF1A|AKT1|MEF2A|GTF2I|CEBPG|RIOX1|NR1H3|CTNNB1|ENC1","27629","27744|27704|27746|27694|27754|27698|27796|27838|27860|27864|27894|27670|27656|27710|27828|27802|27668|27790|27690|27890|27878|27702|27912|27904|27832|27850|27896|27688|27908|27856|27770|27798|27782|27726|27808|27900|27884|27824|27674|27718|27772|27684|27806|27738|27748|27836|27680|27906|27714|27700|27686|27840|27752|27830|27868|27720|27724|27682|27766|27780|27834|27678|27774|27812|27814|27734|27902|27658|27778|27914|27866|27858|27664|27800|27844|27818|27696|27820|27758|27826","1.0E-10","","GO:0006807","0.8081445469449726","0"
"375","18","GO Biological Process","","Regulation of binding","8.37E-9","RARA|SMAD2|MAPK3|PLK1|PRKACA|REST|GSK3B|PRKCD|SMAD3|E2F1|JUN|GATA3|MAPK8|PPARA|HSF1|AKT1|CEBPG|CTNNB1","27629","27698|27838|27894|27890|27904|27832|27688|27908|27770|27900|27712|27830|27724|27834|27778|27664|27818|27758","1.02E-10","","GO:0051098","0.807727454200674","0"
"2804","49","TISSUES","","Internal female genital organ","9.57E-9","NFKB1|AHR|EGR2|IRF1|DPF2|SMAD2|CSNK2A2|PPM1F|EPAS1|STAT3|TP63|TP53|PLK1|JUNB|CEBPB|SP3|REST|GSK3B|PGR|RARB|SMAD3|ATF4|CDK10|FOXM1|GATA2|DUSP9|WWP2|ETS2|JUN|STK40|KLF5|WT1|GATA3|ETS1|NFE2L2|RARG|MITF|HMGA1|EWSR1|PTPRG|HIF1A|AKT1|MEF2A|GTF2I|NR1H3|MYC|PITX2|CTNNB1|DLX5","27629","27744|27776|27746|27694|27880|27838|27860|27670|27656|27710|27828|27690|27890|27732|27878|27768|27832|27688|27762|27722|27770|27782|27726|27808|27884|27674|27772|27892|27712|27906|27742|27752|27830|27720|27766|27842|27816|27812|27872|27902|27866|27664|27800|27844|27820|27786|27708|27758|27794","3.94E-11","","BTO:0003099","0.8019088062223156","0"
"706","24","Reactome Pathways","","Cytokine Signaling in Immune system","9.86E-9","NFKB1|NANOG|EGR1|IRF1|ATF1|MAPK3|STAT3|TP53|JUNB|FOS|PRKACA|STAT2|PRKCD|SMAD3|POU2F1|NFKB2|JUN|GATA3|MAPK8|RELA|HIF1A|AKT1|MEF2A|MYC","27629","27744|27750|27716|27694|27804|27894|27710|27690|27732|27912|27904|27888|27908|27770|27854|27848|27712|27830|27724|27780|27866|27664|27800|27786","6.05E-11","","HSA-1280215","0.800612308505879","0"
"119","12","Reactome Pathways","","Estrogen-dependent gene expression","9.86E-9","USF2|RUNX1|FOS|PGR|SP1|MYB|POU2F1|JUN|NCOA3|GATA3|CBFB|MYC","27629","27666|27784|27912|27762|27792|27692|27854|27712|27738|27830|27734|27786","6.17E-11","","HSA-9018519","0.800612308505879","0"
"3362","53","UniProt Keywords","","Acetylation","1.01E-8","NFKB1|AHR|IRF1|DPF2|SMAD2|CSNK2A2|MAPK3|STAT3|KAT6A|TP53|REL|PLK1|RUNX1|JUNB|CEBPB|SMAD1|SP3|SP1|KLHL22|SMAD3|MYB|JARID2|E2F1|DUSP19|KDM5B|THEM4|JUN|NCOA3|YBX1|MTF1|ATRX|NR5A1|TFDP1|SF1|E2F4|GLRX|SRY|URI1|ETS1|NFE2L2|RELA|DCAF1|SATB1|HMGA1|EWSR1|HSF1|HIF1A|AKT1|MEF2A|GTF2I|RIOX1|MYC|CTNNB1","27629","27744|27776|27694|27880|27838|27860|27894|27710|27790|27690|27910|27890|27784|27732|27878|27702|27768|27792|27856|27770|27692|27730|27900|27718|27684|27822|27712|27738|27748|27836|27714|27700|27686|27840|27672|27868|27898|27852|27720|27766|27780|27678|27788|27812|27872|27778|27866|27664|27800|27844|27696|27786|27758","1.95E-10","","KW-0007","0.7995678626217357","0"
"37","8","WikiPathways","","Nuclear receptors","1.05E-8","RARA|PGR|RARB|NR5A1|NR2F2|PPARA|RARG|NR1H3","27629","27698|27762|27722|27700|27862|27834|27842|27820","4.83E-10","","WP170","0.7978810700930061","0"
"548","21","GO Biological Process","","Heart development","1.11E-8","SOX9|RARA|SMAD2|MAPK3|SRF|GATA6|TP53|SMAD1|REST|RARB|SMAD3|JARID2|JUN|WT1|GATA3|PPARA|NFATC1|HIF1A|MEF2A|PITX2|CTNNB1","27629","27754|27698|27838|27894|27668|27728|27690|27702|27832|27722|27770|27730|27712|27752|27830|27834|27706|27866|27800|27708|27758","1.36E-10","","GO:0007507","0.7954677021213342","0"
"7988","89","GO Biological Process","","Metabolic process","1.12E-8","NFKB1|SPI1|CYP27B1|AHR|EGR2|IRF1|SOX9|RARA|NR0B2|PTPRE|SMAD2|CSNK2A2|E2F3|MAPK3|PPM1F|EPAS1|STAT3|TP63|CASP6|SRF|KAT6A|GATA6|TP53|PLK1|CEBPB|SMAD1|FOS|PRKACA|REST|CLK4|EZH2|GSK3B|PRKCD|KLHL22|SMAD3|PTPRB|ATF4|CDK10|FOXM1|E2F1|GATA2|NFYA|DUSP9|DUSP19|WWP2|KDM5B|DUSP23|THEM4|RUNX2|NCOA3|YBX1|MTF1|ZC3H12A|STK40|ATRX|NR5A1|TFDP1|SF1|WT1|GATA3|GLRX|ETS1|MAPK8|NFATC2|NFE2L2|RELA|PPARA|DCAF1|TNIK|HMGA1|HIPK1|CBFB|PTPRG|UHMK1|HSF1|LATS1|HIF1A|HNF1A|SP7|AKT1|MEF2A|GTF2I|CEBPG|RIOX1|NR1H3|MYC|NR4A3|CTNNB1|ENC1","27629","27744|27704|27846|27776|27746|27694|27754|27698|27676|27796|27838|27860|27864|27894|27670|27656|27710|27828|27802|27668|27790|27728|27690|27890|27878|27702|27912|27904|27832|27850|27896|27688|27908|27856|27770|27798|27782|27726|27808|27900|27884|27824|27674|27718|27772|27684|27806|27822|27740|27738|27748|27836|27680|27906|27714|27700|27686|27840|27752|27830|27868|27720|27724|27682|27766|27780|27834|27678|27774|27812|27814|27734|27902|27658|27778|27914|27866|27858|27874|27664|27800|27844|27818|27696|27820|27786|27662|27758|27826","1.38E-10","","GO:0008152","0.7950781977329818","0"
"49","9","GO Biological Process","","Regulation of transcription from RNA polymerase II promoter in response to stress","1.12E-8","EGR1|EPAS1|TP53|CEBPB|ATF4|JUN|NFE2L2|HSF1|HIF1A","27629","27716|27656|27690|27878|27782|27712|27766|27778|27866","1.37E-10","","GO:0043618","0.7950781977329818","0"
"31","8","GO Biological Process","","Integrated stress response signaling","1.15E-8","CEBPE|JUNB|CEBPB|FOS|ATF4|JUN|NFE2L2|CEBPG","27629","27660|27732|27878|27912|27782|27712|27766|27818","1.42E-10","","GO:0140467","0.7939302159646389","0"
"1252","31","GO Biological Process","","Negative regulation of signal transduction","1.27E-8","SPI1|EGR1|SOX9|PTPRE|CSNK2A2|TP63|TP53|PRKACA|STAT2|EZH2|GSK3B|PRKCD|FOXM1|GATA2|DUSP9|DUSP19|WWP2|RUNX2|ZC3H12A|GATA3|URI1|NFE2L2|RELA|PPARA|NFATC1|LATS1|HIF1A|AKT1|NR1H3|MYC|CTNNB1","27629","27704|27716|27754|27796|27860|27828|27690|27904|27888|27896|27688|27908|27808|27884|27674|27718|27772|27740|27680|27830|27852|27766|27780|27834|27706|27914|27866|27664|27820|27786|27758","1.59E-10","","GO:0009968","0.7896196279044043","0"
"54","10","InterPro Domains","","Basic-leucine zipper domain superfamily","1.39E-8","CEBPE|ATF1|JDP2|JUNB|CEBPB|FOS|ATF4|JUN|NFE2L2|CEBPG","27629","27660|27804|27810|27732|27878|27912|27782|27712|27766|27818","1.16E-11","","IPR046347","0.7856985199745905","0"
"204","14","GO Biological Process","","Respiratory system development","1.4E-8","SOX9|RARA|SMAD2|MAPK3|EPAS1|SRF|GATA6|SP3|PGR|STK40|WT1|RARG|CTNNB1|DLX5","27629","27754|27698|27838|27894|27656|27668|27728|27768|27762|27906|27752|27842|27758|27794","1.76E-10","","GO:0060541","0.7853871964321761","0"
"2131","41","GO Biological Process","","Positive regulation of response to stimulus","1.43E-8","NFKB1|SPI1|CYP27B1|SOX9|DPF2|RARA|SMAD2|MAPK3|PPM1F|STAT3|TP63|CASP6|GATA6|TP53|REL|CEBPB|EZH2|PRKCD|KLHL22|SMAD3|CDK10|MYB|FOXM1|GATA2|DUSP19|JUN|ZC3H12A|GATA3|ETS1|NFATC2|NFE2L2|RELA|TNIK|HIF1A|HNF1A|CEBPG|NR1H3|MYC|NR4A3|CTNNB1|DLX5","27629","27744|27704|27846|27754|27880|27698|27838|27894|27670|27710|27828|27802|27728|27690|27910|27878|27896|27908|27856|27770|27726|27692|27808|27884|27718|27712|27680|27830|27720|27682|27766|27780|27774|27866|27858|27818|27820|27786|27662|27758|27794","1.8E-10","","GO:0048584","0.7844663962534939","0"
"2722","47","GO Biological Process","","Nucleobase-containing compound metabolic process","1.44E-8","NFKB1|IRF1|SOX9|RARA|SMAD2|E2F3|MAPK3|EPAS1|STAT3|TP63|SRF|TP53|CEBPB|SMAD1|FOS|PRKACA|EZH2|SMAD3|ATF4|FOXM1|E2F1|GATA2|NFYA|WWP2|YBX1|MTF1|ZC3H12A|ATRX|NR5A1|TFDP1|SF1|WT1|GATA3|GLRX|ETS1|NFATC2|RELA|DCAF1|HMGA1|CBFB|HSF1|HNF1A|MEF2A|GTF2I|CEBPG|NR1H3|CTNNB1","27629","27744|27694|27754|27698|27838|27864|27894|27656|27710|27828|27668|27690|27878|27702|27912|27904|27896|27770|27782|27808|27900|27884|27824|27772|27748|27836|27680|27714|27700|27686|27840|27752|27830|27868|27720|27682|27780|27678|27812|27734|27778|27858|27800|27844|27818|27820|27758","1.83E-10","","GO:0006139","0.7841637507904751","0"
"291","16","GO Biological Process","","Response to decreased oxygen levels","1.44E-8","EGR1|EPAS1|SRF|GATA6|TP53|FOS|REST|SMAD3|ATF4|E2F1|NFE2L2|PPARA|HSF1|HIF1A|AKT1|MYC","27629","27716|27656|27668|27728|27690|27912|27832|27770|27782|27900|27766|27834|27778|27866|27664|27786","1.83E-10","","GO:0036293","0.7841637507904751","0"
"3309","53","COMPARTMENTS","","Intracellular non-membrane-bounded organelle","1.54E-8","SPI1|NANOG|EGR1|IRF1|DPF2|RARA|NR0B2|SMAD2|MAPK3|STAT3|TP63|CASP6|KAT6A|TP53|PLK1|PRKACA|EZH2|GSK3B|SP1|KLHL22|SMAD3|CDK10|MYB|E2F1|GABPA|JUN|NCOA3|YBX1|ZC3H12A|ATRX|SF1|GATA3|E2F4|SRY|NFE2L2|RELA|RARG|NFATC1|DCAF1|TNIK|HMGA1|EWSR1|HIPK1|UHMK1|HSF1|LATS1|HIF1A|NKRF|AKT1|RIOX1|NR1H3|MYC|CTNNB1","27629","27704|27750|27716|27694|27880|27698|27676|27838|27894|27710|27828|27802|27790|27690|27890|27904|27896|27688|27792|27856|27770|27726|27692|27900|27870|27712|27738|27748|27680|27714|27840|27830|27672|27898|27766|27780|27842|27706|27678|27774|27812|27872|27814|27658|27778|27914|27866|27760|27664|27696|27820|27786|27758","1.07E-10","","GOCC:0043232","0.7812479279163538","0"
"763","27","Monarch Phenotype","","Neoplasm","1.56E-8","NFKB1|IRF1|SOX9|DPF2|RARA|EPAS1|STAT3|TP63|TP53|RUNX1|REST|PRKCD|GATA2|NFKB2|ATRX|NR5A1|WT1|SRY|MITF|EWSR1|CBFB|HNF1A|AKT1|MYC|NR4A3|CTNNB1|TFAP2A","27629","27744|27694|27754|27880|27698|27656|27710|27828|27690|27784|27832|27908|27884|27848|27714|27700|27752|27898|27816|27872|27734|27858|27664|27786|27662|27758|27876","1.28E-12","","HP:0002664","0.7806875401645538","0"
"56","10","InterPro Domains","","Basic-leucine zipper domain","1.64E-8","CEBPE|ATF1|JDP2|JUNB|CEBPB|FOS|ATF4|JUN|NFE2L2|CEBPG","27629","27660|27804|27810|27732|27878|27912|27782|27712|27766|27818","1.6E-11","","IPR004827","0.7785156151952302","0"
"207","14","GO Biological Process","","Positive regulation of epithelial cell proliferation","1.65E-8","SOX9|STAT3|TP63|SP1|GATA2|KDM5B|JUN|RUNX2|HIF1A|AKT1|MYC|NR4A3|CTNNB1|DLX5","27629","27754|27710|27828|27792|27884|27684|27712|27740|27866|27664|27786|27662|27758|27794","2.11E-10","","GO:0050679","0.7782516055786094","0"
"87","10","WikiPathways","","Hair follicle development: cytodifferentiation - part 3 of 3","1.69E-8","NFKB1|EGR2|SOX9|TP63|SMAD1|FOS|JUN|GATA3|NFATC1|CTNNB1","27629","27744|27746|27754|27828|27702|27912|27712|27830|27706|27758","8.02E-10","","WP2840","0.7772113295386326","0"
"507","20","GO Biological Process","","Positive regulation of apoptotic process","1.87E-8","E2F3|TP63|CASP6|GATA6|TP53|REST|PRKCD|RARB|ATF4|E2F1|DUSP9|JUN|ZC3H12A|WT1|MAPK8|RARG|LATS1|MYC|CTNNB1|TFAP2A","27629","27864|27828|27802|27728|27690|27832|27908|27722|27782|27900|27674|27712|27680|27752|27724|27842|27914|27786|27758|27876","2.41E-10","","GO:0043065","0.7728158393463501","0"
"286","15","KEGG Pathways","","MAPK signaling pathway","1.9E-8","NFKB1|MAPK3|SRF|TP53|FOS|PRKACA|ATF4|DUSP9|NFKB2|JUN|MAPK8|RELA|NFATC1|AKT1|MYC","27629","27744|27894|27668|27690|27912|27904|27782|27674|27848|27712|27724|27780|27706|27664|27786","1.3E-9","","hsa04010","0.7721246399047171","0"
"45","9","SMART Domains","","c4 zinc finger in nuclear hormone receptors","1.92E-8","RARA|PGR|RARB|NR5A1|NR2F2|PPARA|RARG|NR1H3|NR4A3","27629","27698|27762|27722|27700|27862|27834|27842|27820|27662","7.01E-11","","SM00399","0.7716698771296451","0"
"434","18","WikiPathways","","Malignant pleural mesothelioma","1.99E-8","NFKB1|CSNK2A2|MAPK3|TP53|EZH2|GSK3B|SP1|FOXM1|E2F1|GABPA|JUN|MAPK8|TNIK|LATS1|HIF1A|AKT1|MYC|CTNNB1","27629","27744|27860|27894|27690|27896|27688|27792|27808|27900|27870|27712|27724|27774|27914|27866|27664|27786|27758","9.66E-10","","WP5087","0.7701146923590294","0"
"105","11","GO Biological Process","","Columnar/cuboidal epithelial cell differentiation","2.12E-8","SOX9|RARA|TP63|GATA6|PGR|RARB|GATA2|KLF5|RARG|HIF1A|CTNNB1","27629","27754|27698|27828|27728|27762|27722|27884|27742|27842|27866|27758","2.75E-10","","GO:0002065","0.7673664139071248","0"
"1094","29","GO Molecular Function","","Protein dimerization activity","2.17E-8","USF2|AHR|NR0B2|ATF1|E2F3|EPAS1|STAT3|SRF|JDP2|TP53|RUNX1|CEBPB|SP1|SMAD3|ATF4|E2F1|NCOA3|E2F4|NR2F2|RELA|MITF|HSF1|HIF1A|HNF1A|AKT1|MEF2A|MYC|NR4A3|PITX2","27629","27666|27776|27676|27804|27864|27656|27710|27668|27810|27690|27784|27878|27792|27770|27782|27900|27738|27672|27862|27780|27816|27778|27866|27858|27664|27800|27786|27662|27708","1.5E-10","","GO:0046983","0.7663540266151471","0"
"1373","32","GO Biological Process","","Regulation of response to stress","2.58E-8","NFKB1|SPI1|IRF1|DPF2|MAPK3|CASP6|GATA6|TP53|CEBPB|REST|STAT2|GSK3B|PRKCD|SMAD3|ATF4|FOXM1|DUSP19|ZC3H12A|GATA3|ETS1|NFE2L2|RELA|PPARA|TNIK|HSF1|HIF1A|AKT1|CEBPG|NR1H3|MYC|NR4A3|CTNNB1","27629","27744|27704|27694|27880|27894|27802|27728|27690|27878|27832|27888|27688|27908|27770|27782|27808|27718|27680|27830|27720|27766|27780|27834|27774|27778|27866|27664|27818|27820|27786|27662|27758","3.35E-10","","GO:0080134","0.758838029403677","0"
"68","9","KEGG Pathways","","Prolactin signaling pathway","2.62E-8","NFKB1|IRF1|MAPK3|STAT3|FOS|GSK3B|MAPK8|RELA|AKT1","27629","27744|27694|27894|27710|27912|27688|27724|27780|27664","1.87E-9","","hsa04917","0.7581698708680255","0"
"20","7","GO Biological Process","","Negative regulation of miRNA transcription","2.69E-8","SOX9|RARA|SRF|GATA6|REST|RELA|PPARA","27629","27754|27698|27668|27728|27832|27780|27834","3.52E-10","","GO:1902894","0.7570247719997593","0"
"97","10","KEGG Pathways","","Prostate cancer","2.85E-8","NFKB1|E2F3|MAPK3|TP53|GSK3B|ATF4|E2F1|RELA|AKT1|CTNNB1","27629","27744|27864|27894|27690|27688|27782|27900|27780|27664|27758","2.12E-9","","hsa05215","0.754515513999149","0"
"102","11","GO Molecular Function","","Chromatin DNA binding","2.91E-8","RARA|STAT3|SRF|CEBPB|EZH2|SMAD3|RUNX2|ATRX|RELA|HSF1|NR1H3","27629","27698|27710|27668|27878|27896|27770|27740|27714|27780|27778|27820","2.07E-10","","GO:0031490","0.7536107011014093","0"
"33","8","Reactome Pathways","","Oncogene Induced Senescence","2.94E-8","E2F3|MAPK3|TP53|SP1|E2F1|ETS2|TFDP1|ETS1","27629","27864|27894|27690|27792|27900|27892|27686|27720","2.19E-10","","HSA-2559585","0.7531652669587843","0"
"52","9","Reactome Pathways","","Nuclear Receptor transcription pathway","2.94E-8","RARA|NR0B2|PGR|RARB|NR5A1|PPARA|RARG|NR1H3|NR4A3","27629","27698|27676|27762|27722|27700|27834|27842|27820|27662","2.2E-10","","HSA-383280","0.7531652669587843","0"
"2144","41","GO Molecular Function","","Identical protein binding","2.97E-8","CEBPE|USF2|NFKB1|AHR|NR0B2|ATF1|SMAD2|MAPK3|STAT3|TP63|CASP6|SRF|JDP2|TP53|PLK1|RUNX1|CEBPB|SMAD1|FOS|REST|STAT2|PGR|SP1|SMAD3|ATF4|POU2F1|JUN|SF1|GATA3|ETS1|NR2F2|RELA|EWSR1|PTPRG|HSF1|HNF1A|AKT1|CEBPG|NR4A3|PITX2|TFAP2A","27629","27660|27666|27744|27776|27676|27804|27838|27894|27710|27828|27802|27668|27810|27690|27890|27784|27878|27702|27912|27832|27888|27762|27792|27770|27782|27854|27712|27840|27830|27720|27862|27780|27872|27902|27778|27858|27664|27818|27662|27708|27876","2.17E-10","","GO:0042802","0.7527243550682787","0"
"2891","48","GO Biological Process","","Heterocycle metabolic process","3.06E-8","NFKB1|IRF1|SOX9|RARA|SMAD2|E2F3|MAPK3|EPAS1|STAT3|TP63|SRF|TP53|CEBPB|SMAD1|FOS|PRKACA|EZH2|SMAD3|ATF4|FOXM1|E2F1|GATA2|NFYA|WWP2|YBX1|MTF1|ZC3H12A|ATRX|NR5A1|TFDP1|SF1|WT1|GATA3|GLRX|ETS1|NFATC2|NFE2L2|RELA|DCAF1|HMGA1|CBFB|HSF1|HNF1A|MEF2A|GTF2I|CEBPG|NR1H3|CTNNB1","27629","27744|27694|27754|27698|27838|27864|27894|27656|27710|27828|27668|27690|27878|27702|27912|27904|27896|27770|27782|27808|27900|27884|27824|27772|27748|27836|27680|27714|27700|27686|27840|27752|27830|27868|27720|27682|27766|27780|27678|27812|27734|27778|27858|27800|27844|27818|27820|27758","4.04E-10","","GO:0046483","0.751427857351842","0"
"711","23","GO Biological Process","","Cellular response to cytokine stimulus","3.08E-8","NFKB1|SPI1|EGR1|IRF1|SOX9|MAPK3|STAT3|TP53|CEBPB|PRKACA|STAT2|GSK3B|JARID2|KDM5B|YBX1|ZC3H12A|KLF5|GATA3|NFE2L2|RELA|RARG|HIF1A|AKT1","27629","27744|27704|27716|27694|27754|27894|27710|27690|27878|27904|27888|27688|27730|27684|27748|27680|27742|27830|27766|27780|27842|27866|27664","4.09E-10","","GO:0071345","0.7511449283499556","0"
"13","6","WikiPathways","","Transcriptional cascade regulating adipogenesis","3.58E-8","EGR2|CEBPB|GATA2|KLF5|GATA3|CEBPG","27629","27746|27878|27884|27742|27830|27818","1.79E-9","","WP4211","0.7446116973356125","0"
"100","10","KEGG Pathways","","T cell receptor signaling pathway","3.6E-8","NFKB1|MAPK3|FOS|GSK3B|JUN|MAPK8|NFATC2|RELA|NFATC1|AKT1","27629","27744|27894|27912|27688|27712|27724|27682|27780|27706|27664","2.78E-9","","hsa04660","0.7443697499232713","0"
"133","11","KEGG Pathways","","Estrogen signaling pathway","3.6E-8","RARA|MAPK3|FOS|PRKACA|PGR|SP1|PRKCD|ATF4|JUN|NCOA3|AKT1","27629","27698|27894|27912|27904|27762|27792|27908|27782|27712|27738|27664","2.8E-9","","hsa04915","0.7443697499232713","0"
"68","9","WikiPathways","","RAC1/PAK1/p38/MMP2 pathway","3.66E-8","NFKB1|MAPK3|STAT3|TP53|MAPK8|RELA|AKT1|MYC|CTNNB1","27629","27744|27894|27710|27690|27724|27780|27664|27786|27758","1.87E-9","","WP3303","0.7436518914605589","0"
"15148","126","TISSUES","","Animal","3.69E-8","CEBPE|USF2|NFKB1|SPI1|CYP27B1|NANOG|EGR1|AHR|EGR2|IRF1|SOX9|DPF2|RARA|NR0B2|PTPRE|ATF1|SMAD2|CSNK2A2|E2F3|MAPK3|PPM1F|EPAS1|STAT3|TP63|CASP6|SRF|KAT6A|JDP2|GATA6|TP53|REL|PLK1|RUNX1|JUNB|CEBPB|SMAD1|FOS|PRKACA|SP3|REST|STAT2|CLK4|EZH2|GSK3B|PGR|SP1|PRKCD|KLHL22|RARB|SMAD3|PTPRB|ATF4|CDK10|MYB|JARID2|FOXM1|E2F1|GATA2|NFYA|DUSP9|GABPA|WWP2|ETS2|KDM5B|POU2F1|DUSP23|NFKB2|JUN|RUNX2|NCOA3|YBX1|MTF1|ZC3H12A|STK40|ATRX|NR5A1|TFDP1|SP2|SF1|KLF5|WT1|GATA3|E2F4|GLRX|SRY|URI1|ETS1|POU2AF1|NR2F2|MAPK8|NFATC2|NFE2L2|HMX1|RELA|PPARA|RARG|NFATC1|MITF|DCAF1|TNIK|SATB1|HMGA1|EWSR1|HIPK1|CBFB|PTPRG|UHMK1|HSF1|FLI1|LATS1|HIF1A|HNF1A|NKRF|SP7|AKT1|MEF2A|GTF2I|CEBPG|NR1H3|MYC|NR4A3|PITX2|CTNNB1|DLX5|ENC1|TFAP2A","27629","27660|27666|27744|27704|27846|27750|27716|27776|27746|27694|27754|27880|27698|27676|27796|27804|27838|27860|27864|27894|27670|27656|27710|27828|27802|27668|27790|27810|27728|27690|27910|27890|27784|27732|27878|27702|27912|27904|27768|27832|27888|27850|27896|27688|27762|27792|27908|27856|27722|27770|27798|27782|27726|27692|27730|27808|27900|27884|27824|27674|27870|27772|27892|27684|27854|27806|27848|27712|27740|27738|27748|27836|27680|27906|27714|27700|27686|27764|27840|27742|27752|27830|27672|27868|27898|27852|27720|27756|27862|27724|27682|27766|27736|27780|27834|27842|27706|27816|27678|27774|27788|27812|27872|27814|27734|27902|27658|27778|27886|27914|27866|27858|27760|27874|27664|27800|27844|27818|27820|27786|27662|27708|27758|27794|27826|27876","1.67E-10","","BTO:0000042","0.7432973633840939","0"
"532","20","GO Biological Process","","Response to inorganic substance","4.04E-8","ATF1|MAPK3|JUNB|FOS|EZH2|PRKCD|ATF4|JUN|RUNX2|MTF1|ZC3H12A|ATRX|MAPK8|NFE2L2|RELA|HSF1|HIF1A|AKT1|MEF2A|TFAP2A","27629","27804|27894|27732|27912|27896|27908|27782|27712|27740|27836|27680|27714|27724|27766|27780|27778|27866|27664|27800|27876","5.4E-10","","GO:0010035","0.7393618634889395","0"
"137","11","KEGG Pathways","","Measles","4.49E-8","NFKB1|CSNK2A2|STAT3|TP53|FOS|STAT2|GSK3B|JUN|MAPK8|RELA|AKT1","27629","27744|27860|27710|27690|27912|27888|27688|27712|27724|27780|27664","3.74E-9","","hsa05162","0.7347753658996676","0"
"3358","52","GO Biological Process","","Response to stress","4.57E-8","CEBPE|NFKB1|SPI1|CYP27B1|EGR1|IRF1|SMAD2|MAPK3|EPAS1|STAT3|TP63|SRF|KAT6A|GATA6|TP53|REL|PLK1|JUNB|CEBPB|SMAD1|FOS|PRKACA|REST|STAT2|EZH2|GSK3B|SP1|PRKCD|SMAD3|ATF4|FOXM1|E2F1|GATA2|DUSP9|JUN|MTF1|ZC3H12A|ATRX|GATA3|MAPK8|NFATC2|NFE2L2|RELA|PPARA|HMGA1|HIPK1|HSF1|HIF1A|HNF1A|AKT1|CEBPG|MYC","27629","27660|27744|27704|27846|27716|27694|27838|27894|27656|27710|27828|27668|27790|27728|27690|27910|27890|27732|27878|27702|27912|27904|27832|27888|27896|27688|27792|27908|27770|27782|27808|27900|27884|27674|27712|27836|27680|27714|27830|27724|27682|27766|27780|27834|27812|27814|27778|27866|27858|27664|27818|27786","6.16E-10","","GO:0006950","0.7340083799930149","0"
"270","15","GO Biological Process","","Rhythmic process","4.57E-8","EGR1|AHR|NR0B2|TP53|EZH2|GSK3B|PGR|SP1|ATF4|NFYA|KDM5B|NFKB2|NR5A1|MAPK8|PPARA","27629","27716|27776|27676|27690|27896|27688|27762|27792|27782|27824|27684|27848|27700|27724|27834","6.15E-10","","GO:0048511","0.7340083799930149","0"
"104","10","KEGG Pathways","","Parathyroid hormone synthesis, secretion and action","4.58E-8","CYP27B1|EGR1|MAPK3|FOS|PRKACA|SP1|ATF4|RUNX2|GATA3|MEF2A","27629","27846|27716|27894|27912|27904|27792|27782|27740|27830|27800","3.95E-9","","hsa04928","0.7339134521996131","0"
