"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"1108","36","Reactome Pathways","","Developmental Biology","1.19E-12","CEBPE|MAPK1|CSNK2A1|SPI1|MAPK14|RARA|CDK4|CREBBP|CSNK2A2|TCF3|EPAS1|PPARGC1A|CEBPB|MED14|GSK3B|RARB|SMAD3|FOXO3|MEF2C|RBPJ|E2F1|NR5A2|JUN|NCOA3|NR5A1|KLF5|WT1|SRY|MAPK8|NCOA1|RARG|PBX1|FLI1|HNF1A|MYC|CTNNB1","2013","2501|2381|2471|2438|2396|2447|2321|2483|2186|2315|2504|2312|2159|2486|2459|2411|2318|2327|2330|2120|2114|2141|2426|2375|2444|2369|2354|2117|2408|2168|2210|2300|2153|2189|2294|2351","5.74E-15","","HSA-1266738","1.192445303860747","0"
"1057","35","GO Biological Process","","Cellular response to oxygen-containing compound","1.36E-12","CEBPE|SIRT1|MAPK1|SPI1|MAPK14|RARA|CDK4|SRF|TP53|PHIP|CEBPB|GSK3B|SP1|CASP9|ATF4|FOXO3|MEF2C|E2F1|DNMT1|ZEB1|CHUK|JUN|NCOA3|ELK1|WT1|CDK1|MAPK8|EHMT2|RARG|BRCA1|HIF1A|HNF1A|NR1H3|NR4A3|CTNNB1","2013","2501|2219|2381|2438|2396|2447|2321|2492|2456|2420|2159|2459|2288|2192|2297|2327|2330|2114|2228|2309|2357|2426|2375|2303|2354|2402|2408|2150|2210|2279|2180|2189|2237|2498|2351","8.68E-15","","GO:1901701","1.1866461091629783","0"
"590","27","GO Biological Process","","Embryonic morphogenesis","1.75E-12","MAPK1|RARA|CREBBP|SRF|TP53|SMAD1|REST|RARB|SMAD3|MEF2C|ETS2|ZEB1|PROX1|YBX1|ZBTB17|GATA3|GLI3|NCOA1|RARG|PBX1|HMGA2|HIF1A|HNF1A|NR4A3|CTNNB1|DLX5|TFAP2A","2013","2381|2447|2483|2492|2456|2441|2216|2411|2318|2330|2138|2309|2129|2363|2102|2222|2258|2168|2210|2300|2276|2180|2189|2498|2351|2285|2162","1.12E-14","","GO:0048598","1.1756961951313705","0"
"876","32","GO Biological Process","","Positive regulation of cell differentiation","1.77E-12","SNAI2|SIRT1|CYP27B1|MAPK14|RARA|TCF3|SRF|HIF1AN|JUNB|CEBPB|SMAD1|REST|TFE3|GSK3B|SMAD3|FOXO3|MEF2C|E2F1|CUX1|ZEB1|PROX1|NCOA3|KLF5|GATA3|CDX2|ETS1|GLI3|NCOA1|MECP2|HIF1A|SP7|CTNNB1","2013","2234|2219|2204|2396|2447|2315|2492|2393|2387|2159|2441|2216|2207|2459|2318|2327|2330|2114|2462|2309|2129|2375|2369|2222|2135|2414|2258|2168|2171|2180|2165|2351","1.15E-14","","GO:0045597","1.1752026733638192","0"
"762","30","GO Biological Process","","Response to hormone","2.1E-12","SIRT1|CYP27B1|MAPK14|RARA|CDK4|TRIP4|SRF|PHIP|REST|STAT2|GSK3B|SP1|CASP9|RARB|FOXO3|MEF2C|NR3C2|NR5A2|NCOA3|NR5A1|WT1|GATA3|URI1|GLI3|ESRRA|NCOA1|RARG|BRCA1|NR1H3|NR4A3","2013","2219|2204|2396|2447|2321|2123|2492|2420|2216|2147|2459|2288|2192|2411|2327|2330|2432|2141|2375|2444|2354|2222|2195|2258|2342|2168|2210|2279|2237|2498","1.38E-14","","GO:0009725","1.167778070526608","0"
"53","12","GO Molecular Function","","Nuclear receptor activity","3.43E-12","RARA|RARB|NR1I2|NR3C2|NR5A2|NR1I3|NR5A1|ESRRA|RARG|NR1H3|NR4A3|NR1H2","2013","2447|2411|2372|2432|2141|2231|2444|2342|2210|2237|2498|2132","1.95E-14","","GO:0004879","1.1464705879957229","0"
"508","25","GO Biological Process","","Cellular response to organic cyclic compound","3.87E-12","MAPK1|CDK4|TRIP4|CASP6|CEBPB|SMAD1|REST|GSK3B|CASP9|ATF4|FOXO3|MEF2C|NR3C2|DNMT1|NCOA3|ELK1|WT1|URI1|CDK1|EHMT2|ESRRA|BRCA1|HNF1A|NR4A3|CTNNB1","2013","2381|2321|2123|2273|2159|2441|2216|2459|2192|2297|2327|2330|2432|2228|2375|2303|2354|2195|2402|2150|2342|2279|2189|2498|2351","2.59E-14","","GO:0071407","1.1412289034981087","0"
"861","31","GO Biological Process","","Response to organic cyclic compound","6.92E-12","MAPK1|CYP27B1|RARA|NR0B2|CDK4|TRIP4|ATF1|ATF2|CASP6|CEBPB|SMAD1|REST|GSK3B|CASP9|ATF4|FOXO3|MEF2C|NR3C2|DNMT1|NCOA3|ELK1|WT1|URI1|CDK1|EHMT2|ESRRA|BRCA1|HNF1A|NR1H3|NR4A3|CTNNB1","2013","2381|2204|2447|2477|2321|2123|2270|2264|2273|2159|2441|2216|2459|2192|2297|2327|2330|2432|2228|2375|2303|2354|2195|2402|2150|2342|2279|2189|2237|2498|2351","4.72E-14","","GO:0014070","1.1159893905543243","0"
"188","17","GO Biological Process","","Regulation of histone modification","8.14E-12","SNAI2|SIRT1|SPI1|NFYB|PPARGC1A|JDP2|TP53|DNMT3B|JARID2|NFYA|DNMT1|GATA3|MAPK8|EHMT2|MECP2|BRCA1|CTNNB1","2013","2234|2219|2438|2399|2312|2252|2456|2282|2390|2225|2228|2222|2408|2150|2171|2279|2351","5.63E-14","","GO:0031056","1.1089375595110798","0"
"222","18","GO Biological Process","","Connective tissue development","8.14E-12","SNAI2|MAPK14|RARA|CDK4|ATF2|PPARGC1A|SRF|SMAD1|RARB|MEF2C|ZEB1|AMER1|GLI3|ESRRA|RARG|HMGA2|HIF1A|CTNNB1","2013","2234|2396|2447|2321|2264|2312|2492|2441|2411|2330|2309|2111|2258|2342|2210|2276|2180|2351","5.6E-14","","GO:0061448","1.1089375595110798","0"
"938","32","GO Biological Process","","Anatomical structure formation involved in morphogenesis","1.0E-11","SNAI2|SIRT1|MAPK1|MAPK14|RARA|EPAS1|ATF2|SRF|TP53|JUNB|SMAD1|CASP9|SMAD3|MEF2C|RBPJ|ETS2|PROX1|NFKB2|JUN|KLF5|WT1|GATA3|CDX2|GLI3|RARG|NFATC4|HMGA2|HIF1A|HNF1A|CTNNB1|DLX5|TFAP2A","2013","2234|2219|2381|2396|2447|2504|2264|2492|2456|2387|2441|2192|2318|2330|2120|2138|2129|2201|2426|2369|2354|2222|2135|2258|2210|2213|2276|2180|2189|2351|2285|2162","7.11E-14","","GO:0048646","1.1","0"
"1069","34","GO Biological Process","","Epithelium development","1.0E-11","SNAI2|MAPK1|RARA|EPAS1|CASP6|SRF|TP53|CEBPB|SMAD1|REST|RARB|SMAD3|ATF4|MEF2C|RBPJ|PROX1|NR5A2|PRDM1|JUN|NR5A1|KLF5|WT1|GATA3|CDX2|CDK1|GLI3|RARG|NFATC4|PBX1|HIF1A|MYC|CTNNB1|DLX5|TFAP2A","2013","2234|2381|2447|2504|2273|2492|2456|2159|2441|2216|2411|2318|2297|2330|2120|2129|2141|2474|2426|2444|2369|2354|2222|2135|2402|2258|2210|2213|2300|2180|2294|2351|2285|2162","7.05E-14","","GO:0060429","1.1","0"
"3931","66","GO Biological Process","","Regulation of response to stimulus","1.47E-11","SNAI2|SIRT1|MAPK1|CSNK2A1|MAZ|SPI1|CYP27B1|MAPK14|IRF1|DPF2|RARA|CDK4|CREBBP|CSNK2A2|CASP6|TP53|PHIP|HIF1AN|JUNB|CEBPB|REST|STAT2|GSK3B|CASP9|SMAD3|ATF4|CDK10|FOXO3|MEF2C|JARID2|ATF3|RBPJ|DUSP19|NR3C2|PIM3|ZEB1|PROX1|CHUK|JUN|NCOA3|STK40|AMER1|PIM2|GATA3|URI1|ETS1|MAPK8|GLI3|ESRRA|NCOA1|NFATC4|NFATC1|ULK3|DUSP7|BRCA1|HMGA2|HIF1A|HNF1A|RITA1|CEBPG|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2","2013","2234|2219|2381|2471|2465|2438|2204|2396|2453|2156|2447|2321|2483|2186|2273|2456|2420|2393|2387|2159|2216|2147|2459|2192|2318|2297|2405|2327|2330|2390|2174|2120|2423|2432|2345|2309|2129|2357|2426|2375|2105|2111|2480|2222|2195|2414|2408|2258|2342|2168|2213|2435|2126|2336|2279|2276|2180|2189|2177|2240|2237|2294|2498|2351|2285|2132","1.05E-13","","GO:0048583","1.0832682665251823","0"
"901","31","GO Biological Process","","Circulatory system development","2.11E-11","SNAI2|SIRT1|MAPK1|SPI1|MAPK14|RARA|EPAS1|ATF2|SRF|TP53|JUNB|SMAD1|REST|RARB|SMAD3|MEF2C|JARID2|RBPJ|PROX1|PRDM1|JUN|KLF5|WT1|GATA3|CDX2|CDK1|GLI3|NFATC4|NFATC1|HIF1A|CTNNB1","2013","2234|2219|2381|2438|2396|2447|2504|2264|2492|2456|2387|2441|2216|2411|2318|2330|2390|2120|2129|2474|2426|2369|2354|2222|2135|2402|2258|2213|2435|2180|2351","1.52E-13","","GO:0072359","1.0675717544702308","0"
"6490","87","GO Biological Process","","Multicellular organismal process","2.32E-11","SNAI2|CEBPE|SIRT1|MAPK1|RELB|SPI1|CYP27B1|MAPK14|IRF1|DPF2|RARA|NR0B2|CREBBP|CSNK2A2|TCF3|EPAS1|ATF2|PPARGC1A|SRF|TP53|PLK1|JUNB|CEBPB|SMAD1|FBXO45|REST|MED14|GSK3B|CASP9|RARB|SMAD3|ATF4|FOXO3|HUWE1|MEF2C|JARID2|POU1F1|RBPJ|E2F1|DNMT1|ETS2|ZEB1|PROX1|NR5A2|NR1I3|PRDM1|NFKB2|SMARCA1|JUN|YBX1|STK40|NR5A1|AMER1|ZBTB17|SP2|ELK1|KLF5|WT1|GATA3|CDX2|SRY|CDK1|EHMT2|GLI3|WEE2|ESRRA|NCOA1|RARG|NFATC4|NFATC1|MITF|MECP2|PBX1|BRCA1|WWP1|FLI1|HMGA2|HIF1A|HNF1A|SP7|RITA1|CEBPG|MYC|NR4A3|CTNNB1|DLX5|TFAP2A","2013","2234|2501|2219|2381|2417|2438|2204|2396|2453|2156|2447|2477|2483|2186|2315|2504|2264|2312|2492|2456|2144|2387|2159|2441|2246|2216|2486|2459|2192|2411|2318|2297|2327|2261|2330|2390|2339|2120|2114|2228|2138|2309|2129|2141|2231|2474|2201|2489|2426|2363|2105|2444|2111|2102|2333|2303|2369|2354|2222|2135|2117|2402|2150|2258|2429|2342|2168|2210|2213|2435|2243|2171|2300|2279|2360|2153|2276|2180|2189|2165|2177|2240|2294|2498|2351|2285|2162","1.68E-13","","GO:0032501","1.06345120151091","0"
"324","20","GO Biological Process","","Regulation of neuron death","3.41E-11","SIRT1|ATF2|PPARGC1A|TP53|CEBPB|REST|GSK3B|CASP9|ATF4|FOXO3|MEF2C|JUN|ELK1|GATA3|NFATC4|MECP2|HIF1A|NR4A3|CTNNB1|TFAP2A","2013","2219|2264|2312|2456|2159|2216|2459|2192|2297|2327|2330|2426|2303|2222|2213|2171|2180|2498|2351|2162","2.5E-13","","GO:1901214","1.0467245621007502","0"
"1572","40","GO Biological Process","","Cellular response to stress","4.25E-11","CEBPE|SIRT1|MAPK1|RELB|SPI1|MAPK14|EPAS1|ATF2|PPARGC1A|SRF|TP53|SSRP1|HIF1AN|PLK1|JUNB|CEBPB|FBXO45|GSK3B|CASP9|SMAD3|ATF4|FOXO3|HUWE1|MEF2C|ATF3|RBPJ|E2F1|CHUK|JUN|CDK1|MAPK8|EHMT2|NFATC4|HMGA1|ULK3|BRCA1|HMGA2|HIF1A|CEBPG|MYC","2013","2501|2219|2381|2417|2438|2396|2504|2264|2312|2492|2456|2468|2393|2144|2387|2159|2246|2459|2192|2318|2297|2327|2261|2330|2174|2120|2114|2357|2426|2402|2408|2150|2213|2249|2126|2279|2276|2180|2240|2294","3.14E-13","","GO:0033554","1.0371611069949689","0"
"5781","81","GO Biological Process","","Macromolecule metabolic process","4.26E-11","SIRT1|MAPK1|CSNK2A1|MAZ|SPI1|MAPK14|TBP|NFYB|IRF1|RARA|CDK4|TRIP4|CREBBP|CSNK2A2|E2F3|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|TP53|SSRP1|FBXO33|HIF1AN|PLK1|CEBPB|SMAD1|FBXO45|REST|CLK4|MED14|GSK3B|DNMT3B|CASP9|SMAD3|ATF4|PRPF4B|CDK10|FOXO3|HUWE1|E2F1|NFYA|DUSP19|DNMT1|PIM3|PROX1|PRDM1|CHUK|NCOA3|YBX1|STK40|NR5A1|PIM2|ELK1|WT1|GATA3|PTMS|ETS1|CDK1|MAPK8|EHMT2|GLI3|WEE2|NCOA1|MAP3K2|NFATC4|MECP2|HMGA1|ULK3|DUSP7|BRCA1|WWP1|HMGA2|HIF1A|HNF1A|SP7|CEBPG|RIOX1|NR1H3|CTNNB1","2013","2219|2381|2471|2465|2438|2396|2267|2399|2453|2447|2321|2123|2483|2186|2183|2315|2504|2264|2312|2273|2492|2456|2468|2507|2393|2144|2159|2441|2246|2216|2198|2486|2459|2282|2192|2318|2297|2348|2405|2327|2261|2114|2225|2423|2228|2345|2129|2474|2357|2375|2363|2105|2444|2480|2303|2354|2222|2306|2414|2402|2408|2150|2258|2429|2168|2108|2213|2171|2249|2126|2336|2279|2360|2276|2180|2189|2165|2240|2450|2237|2351","3.18E-13","","GO:0043170","1.0370590400897282","0"
"880","30","GO Biological Process","","Tube development","6.74E-11","SIRT1|MAPK1|SPI1|MAPK14|RARA|EPAS1|SRF|JUNB|SMAD1|RARB|SMAD3|MEF2C|RBPJ|ZEB1|PROX1|PRDM1|JUN|STK40|ELK1|KLF5|WT1|GATA3|CDX2|GLI3|RARG|NFATC4|PBX1|HIF1A|MYC|CTNNB1","2013","2219|2381|2438|2396|2447|2504|2492|2387|2441|2411|2318|2330|2120|2309|2129|2474|2426|2105|2303|2369|2354|2222|2135|2258|2210|2213|2300|2180|2294|2351","5.07E-13","","GO:0035295","1.017134010346468","0"
"945","31","GO Biological Process","","Positive regulation of cell population proliferation","6.76E-11","SIRT1|MAPK1|CSNK2A1|MAZ|MAPK14|RARA|CDK4|E2F3|TCF3|ATF2|PHIP|SP1|MEF2C|ATF3|RBPJ|E2F1|DNMT1|PROX1|JUN|CDX2|CDK1|GLI3|RARG|MECP2|PBX1|HMGA2|HIF1A|MYC|NR4A3|CTNNB1|DLX5","2013","2219|2381|2471|2465|2396|2447|2321|2183|2315|2264|2420|2288|2330|2174|2120|2114|2228|2129|2426|2135|2402|2258|2210|2171|2300|2276|2180|2294|2498|2351|2285","5.13E-13","","GO:0008284","1.0170053304058364","0"
"2084","46","GO Molecular Function","","Enzyme binding","7.1E-11","SIRT1|MAPK1|RELB|SPI1|MAPK14|TBP|RARA|TRIP4|TCF3|ATF2|PPARGC1A|SRF|TP53|MYCN|PLK1|CEBPB|SMAD1|STAT2|GSK3B|SP1|CASP9|SMAD3|ATF4|FOXO3|MEF2C|E2F1|DUSP19|PRDM1|JUN|NCOA3|YBX1|NR5A1|SP2|URI1|MAPK8|GLI3|NCOA1|MAP3K2|NFATC1|HMGA1|BRCA1|HIF1A|SP7|NR4A3|CTNNB1|NR1H2","2013","2219|2381|2417|2438|2396|2267|2447|2123|2315|2264|2312|2492|2456|2384|2144|2159|2441|2147|2459|2288|2192|2318|2297|2327|2330|2114|2423|2474|2426|2375|2363|2444|2333|2195|2408|2258|2168|2108|2435|2249|2279|2180|2165|2498|2351|2132","4.32E-13","","GO:0019899","1.0148741651280926","0"
"489","23","GO Biological Process","","Cellular response to hormone stimulus","1.01E-10","SIRT1|RARA|CDK4|TRIP4|PHIP|REST|GSK3B|SP1|CASP9|RARB|FOXO3|MEF2C|NR3C2|NR5A2|NCOA3|NR5A1|WT1|URI1|ESRRA|NCOA1|RARG|NR1H3|NR4A3","2013","2219|2447|2321|2123|2420|2216|2459|2288|2192|2411|2327|2330|2432|2141|2375|2444|2354|2195|2342|2168|2210|2237|2498","7.72E-13","","GO:0032870","0.9995678626217357","0"
"263","18","GO Biological Process","","Myeloid cell differentiation","1.08E-10","CEBPE|SIRT1|RELB|SPI1|MAPK14|EPAS1|SRF|JUNB|CEBPB|CASP9|MEF2C|RBPJ|JUN|GATA3|MITF|FLI1|CEBPG|CTNNB1","2013","2501|2219|2417|2438|2396|2504|2492|2387|2159|2192|2330|2120|2426|2222|2243|2153|2240|2351","8.36E-13","","GO:0030099","0.996657624451305","0"
"548","24","GO Biological Process","","Heart development","1.28E-10","SNAI2|MAPK1|RARA|ATF2|SRF|TP53|SMAD1|REST|RARB|SMAD3|MEF2C|JARID2|RBPJ|PROX1|PRDM1|JUN|WT1|GATA3|CDK1|GLI3|NFATC4|NFATC1|HIF1A|CTNNB1","2013","2234|2381|2447|2264|2492|2456|2441|2216|2411|2318|2330|2390|2120|2129|2474|2426|2354|2222|2402|2258|2213|2435|2180|2351","9.97E-13","","GO:0007507","0.9892790030352131","0"
"5165","75","GO Biological Process","","Cell communication","1.39E-10","SNAI2|SIRT1|MAPK1|CSNK2A1|RELB|USF2|SPI1|MAPK14|IRF1|DPF2|RARA|NR0B2|CDK4|TRIP4|ATF1|CREBBP|CSNK2A2|EPAS1|ATF2|CASP6|SRF|TP53|PHIP|PLK1|CEBPB|SMAD1|STAT2|GSK3B|CASP9|RARB|SMAD3|NR1I2|ATF4|FOXO3|MEF2C|ATF3|RBPJ|E2F1|NR3C2|DNMT1|NR5A2|NR1I3|NFKB2|CHUK|JUN|NR5A1|AMER1|KLF5|GATA3|CDK1|MAPK8|EHMT2|GLI3|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|NFATC1|MITF|MECP2|ULK3|DUSP7|BRCA1|WWP1|HMGA2|HIF1A|HNF1A|RITA1|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2","2013","2234|2219|2381|2471|2417|2495|2438|2396|2453|2156|2447|2477|2321|2123|2270|2483|2186|2504|2264|2273|2492|2456|2420|2144|2159|2441|2147|2459|2192|2411|2318|2372|2297|2327|2330|2174|2120|2114|2432|2228|2141|2231|2201|2357|2426|2444|2111|2369|2222|2402|2408|2150|2258|2342|2168|2108|2210|2213|2435|2243|2171|2126|2336|2279|2360|2276|2180|2189|2177|2237|2294|2498|2351|2285|2132","1.09E-12","","GO:0007154","0.9856985199745905","0"
"913","30","GO Biological Process","","Nucleobase-containing compound biosynthetic process","1.59E-10","SIRT1|MAZ|PDHX|MAPK14|TBP|IRF1|RARA|E2F3|EPAS1|ATF2|PPARGC1A|SRF|TP53|CEBPB|SMAD1|MED14|ATF4|FOXO3|E2F1|NFYA|DNMT1|PROX1|NR5A1|GATA3|ETS1|NCOA1|NFATC4|HNF1A|NR1H3|CTNNB1","2013","2219|2465|2255|2396|2267|2453|2447|2183|2504|2264|2312|2492|2456|2159|2441|2486|2297|2327|2114|2225|2228|2129|2444|2222|2414|2168|2213|2189|2237|2351","1.26E-12","","GO:0034654","0.979860287567955","0"
"270","18","GO Biological Process","","Rhythmic process","1.59E-10","SIRT1|CSNK2A1|RELB|NR0B2|CREBBP|PPARGC1A|TP53|GSK3B|SP1|ATF4|FOXO3|HUWE1|NFYA|PROX1|NFKB2|NR5A1|CDK1|MAPK8","2013","2219|2471|2417|2477|2483|2312|2456|2459|2288|2297|2327|2261|2225|2129|2201|2444|2402|2408","1.27E-12","","GO:0048511","0.979860287567955","0"
"502","23","GO Biological Process","","Cellular response to lipid","1.61E-10","CEBPE|MAPK1|SPI1|MAPK14|RARA|CDK4|TRIP4|CEBPB|REST|GSK3B|CASP9|FOXO3|MEF2C|E2F1|NR3C2|NCOA3|ELK1|URI1|MAPK8|ESRRA|RARG|NR1H3|NR4A3","2013","2501|2381|2438|2396|2447|2321|2123|2159|2216|2459|2192|2327|2330|2114|2432|2375|2303|2195|2408|2342|2210|2237|2498","1.29E-12","","GO:0071396","0.979317412396815","0"
"4714","71","GO Biological Process","","Signal transduction","1.69E-10","SNAI2|SIRT1|MAPK1|CSNK2A1|RELB|SPI1|MAPK14|IRF1|DPF2|RARA|NR0B2|CDK4|TRIP4|ATF1|CREBBP|CSNK2A2|EPAS1|ATF2|CASP6|TP53|PHIP|PLK1|CEBPB|SMAD1|STAT2|GSK3B|CASP9|RARB|SMAD3|NR1I2|ATF4|FOXO3|MEF2C|ATF3|RBPJ|E2F1|NR3C2|DNMT1|NR5A2|NR1I3|NFKB2|CHUK|JUN|NR5A1|AMER1|GATA3|CDK1|MAPK8|GLI3|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|NFATC1|MITF|MECP2|ULK3|DUSP7|BRCA1|WWP1|HMGA2|HIF1A|HNF1A|RITA1|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2","2013","2234|2219|2381|2471|2417|2438|2396|2453|2156|2447|2477|2321|2123|2270|2483|2186|2504|2264|2273|2456|2420|2144|2159|2441|2147|2459|2192|2411|2318|2372|2297|2327|2330|2174|2120|2114|2432|2228|2141|2231|2201|2357|2426|2444|2111|2222|2402|2408|2258|2342|2168|2108|2210|2213|2435|2243|2171|2126|2336|2279|2360|2276|2180|2189|2177|2237|2294|2498|2351|2285|2132","1.37E-12","","GO:0007165","0.9772113295386327","0"
"2622","51","GO Biological Process","","Regulation of protein metabolic process","2.01E-10","SNAI2|SIRT1|MAPK1|CSNK2A1|SPI1|NFYB|RARA|CSNK2A2|EPAS1|ATF2|PPARGC1A|CASP6|JDP2|TP53|PHIP|FBXO33|PLK1|REST|STAT2|GSK3B|DNMT3B|SP1|CASP9|SMAD3|ATF4|FOXO3|HUWE1|MEF2C|JARID2|NFYA|DUSP19|DNMT1|PROX1|JUN|YBX1|AMER1|WT1|GATA3|MAPK8|EHMT2|WEE2|MECP2|DUSP7|BRCA1|HMGA2|HIF1A|HNF1A|NR1H3|MYC|CTNNB1|NR1H2","2013","2234|2219|2381|2471|2438|2399|2447|2186|2504|2264|2312|2273|2252|2456|2420|2507|2144|2216|2147|2459|2282|2288|2192|2318|2297|2327|2261|2330|2390|2225|2423|2228|2129|2426|2363|2111|2354|2222|2408|2150|2429|2171|2336|2279|2276|2180|2189|2237|2294|2351|2132","1.64E-12","","GO:0051246","0.969680394257951","0"
"676","26","GO Biological Process","","Embryo development ending in birth or egg hatching","2.09E-10","MAPK1|RARA|EPAS1|ATF2|SRF|TP53|JUNB|CEBPB|SMAD3|RBPJ|ZEB1|PROX1|NR5A2|PRDM1|YBX1|GATA3|CDX2|GLI3|NCOA1|RARG|PBX1|BRCA1|HIF1A|HNF1A|CTNNB1|TFAP2A","2013","2381|2447|2504|2264|2492|2456|2387|2159|2318|2120|2309|2129|2141|2474|2363|2222|2135|2258|2168|2210|2300|2279|2180|2189|2351|2162","1.72E-12","","GO:0009792","0.9679853713888946","0"
"410","21","GO Biological Process","","Regulation of hemopoiesis","2.19E-10","SNAI2|SPI1|MAPK14|IRF1|RARA|JUNB|CEBPB|TFE3|FOXO3|MEF2C|ZEB1|PRDM1|GATA3|ETS1|GLI3|ESRRA|RARG|MITF|HIF1A|MYC|CTNNB1","2013","2234|2438|2396|2453|2447|2387|2159|2207|2327|2330|2309|2474|2222|2414|2258|2342|2210|2243|2180|2294|2351","1.82E-12","","GO:1903706","0.9659555885159883","0"
"513","23","GO Biological Process","","Skeletal system development","2.37E-10","SNAI2|MAPK14|RARA|ATF2|SRF|TP53|SMAD1|RARB|SMAD3|MEF2C|ETS2|ZEB1|AMER1|GLI3|ESRRA|RARG|PBX1|FLI1|HMGA2|HIF1A|CTNNB1|DLX5|TFAP2A","2013","2234|2396|2447|2264|2492|2456|2441|2411|2318|2330|2138|2309|2111|2258|2342|2210|2300|2153|2276|2180|2351|2285|2162","1.98E-12","","GO:0001501","0.9625251653989896","0"
"167","15","GO Biological Process","","Cartilage development","2.4E-10","SNAI2|MAPK14|RARA|ATF2|SRF|SMAD1|RARB|MEF2C|ZEB1|GLI3|ESRRA|RARG|HMGA2|HIF1A|CTNNB1","2013","2234|2396|2447|2264|2492|2441|2411|2330|2309|2258|2342|2210|2276|2180|2351","2.02E-12","","GO:0051216","0.9619788758288393","0"
"590","24","GO Biological Process","","Positive regulation of cell death","5.27E-10","SIRT1|E2F3|ATF2|CASP6|TP53|REST|GSK3B|CASP9|RARB|ATF4|FOXO3|MEF2C|ATF3|E2F1|JUN|ELK1|WT1|MAPK8|NCOA1|RARG|NFATC4|MYC|CTNNB1|TFAP2A","2013","2219|2183|2264|2273|2456|2216|2459|2192|2411|2297|2327|2330|2174|2114|2426|2303|2354|2408|2168|2210|2213|2294|2351|2162","4.47E-12","","GO:0010942","0.9278189384787453","0"
"712","26","GO Biological Process","","Cell population proliferation","6.21E-10","SNAI2|MAPK1|ATF2|TP53|JUNB|CEBPB|SMAD1|RARB|MEF2C|JARID2|RBPJ|ZEB1|PROX1|PRDM1|JUN|GATA3|CDK1|GLI3|RARG|MECP2|PBX1|HMGA2|HIF1A|NR4A3|CTNNB1|DLX5","2013","2234|2381|2264|2456|2387|2159|2441|2411|2330|2390|2120|2309|2129|2474|2426|2222|2402|2258|2210|2171|2300|2276|2180|2498|2351|2285","5.3E-12","","GO:0008283","0.9206908399823419","0"
"654","25","GO Biological Process","","Chordate embryonic development","6.43E-10","MAPK1|RARA|EPAS1|ATF2|SRF|TP53|JUNB|CEBPB|SMAD3|RBPJ|ZEB1|PROX1|PRDM1|YBX1|GATA3|CDX2|GLI3|NCOA1|RARG|PBX1|BRCA1|HIF1A|HNF1A|CTNNB1|TFAP2A","2013","2381|2447|2504|2264|2492|2456|2387|2159|2318|2120|2309|2129|2474|2363|2222|2135|2258|2168|2210|2300|2279|2180|2189|2351|2162","5.56E-12","","GO:0043009","0.9191789027075778","0"
"436","21","GO Biological Process","","Reproductive structure development","6.43E-10","SIRT1|MAPK1|CYP27B1|MAPK14|RARA|EPAS1|JUNB|CEBPB|FOXO3|RBPJ|PRDM1|NR5A1|WT1|GATA3|CDX2|GLI3|NCOA1|RARG|HIF1A|HNF1A|CTNNB1","2013","2219|2381|2204|2396|2447|2504|2387|2159|2327|2120|2474|2444|2354|2222|2135|2258|2168|2210|2180|2189|2351","5.53E-12","","GO:0048608","0.9191789027075778","0"
"148","14","GO Biological Process","","Intracellular receptor signaling pathway","6.86E-10","RARA|TRIP4|RARB|NR1I2|NR3C2|NR5A2|NR1I3|NR5A1|ESRRA|NCOA1|RARG|NR1H3|NR4A3|NR1H2","2013","2447|2123|2411|2372|2432|2141|2231|2444|2342|2168|2210|2237|2498|2132","5.99E-12","","GO:0030522","0.9163675884293248","0"
"1121","32","GO Biological Process","","Organic cyclic compound biosynthetic process","8.27E-10","SIRT1|MAZ|PDHX|CYP27B1|MAPK14|TBP|IRF1|RARA|E2F3|EPAS1|ATF2|PPARGC1A|SRF|TP53|CEBPB|SMAD1|MED14|ATF4|FOXO3|E2F1|NFYA|DNMT1|PROX1|NR5A1|GATA3|ETS1|NCOA1|NFATC4|PBX1|HNF1A|NR1H3|CTNNB1","2013","2219|2465|2255|2204|2396|2267|2453|2447|2183|2504|2264|2312|2492|2456|2159|2441|2486|2297|2327|2114|2225|2228|2129|2444|2222|2414|2168|2213|2300|2189|2237|2351","7.33E-12","","GO:1901362","0.9082494490447454","0"
"30","9","Reactome Pathways","","MAPK targets/ Nuclear events mediated by MAP kinases","8.68E-10","MAPK1|MAPK14|ATF1|ATF2|MEF2C|JUN|ELK1|MAPK8|DUSP7","2013","2381|2396|2270|2264|2330|2426|2303|2408|2336","4.56E-12","","HSA-450282","0.9061480274823508","0"
