"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"2399","71","UniProt Keywords","","Ubl conjugation","3.49E-27","CEBPE|MAPK1|MAPK14|NFYB|IRF1|DPF2|RARA|TRIP4|ATF1|CREBBP|TCF3|EPAS1|PPARGC1A|JDP2|TP53|PHIP|ZNF462|SSRP1|PLK1|JUNB|CEBPB|SMAD1|REST|TFE3|STAT2|DNMT3B|SP1|SMAD3|ATF4|PRPF4B|FOXO3|MEF2C|ATF3|DNMT1|CUX1|PIM3|ZEB1|PROX1|NR5A2|PRDM1|NFKB2|SMARCA1|JUN|YBX1|NR5A1|ZBTB17|ELK1|KLF5|WT1|ETS1|CDK1|EHMT2|GLI3|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|MITF|SATB1|HMGA1|BRCA1|WWP1|HIF1A|SP7|CEBPG|NR1H3|MYC|CTNNB1|NR1H2|TFAP2A","46276","46569|46489|46499|46501|46537|46339|46533|46317|46415|46557|46445|46571|46443|46403|46539|46515|46479|46547|46331|46493|46341|46529|46379|46373|46333|46423|46427|46447|46433|46467|46453|46455|46351|46387|46543|46465|46441|46321|46329|46551|46369|46561|46519|46477|46531|46303|46437|46481|46471|46511|46503|46335|46407|46463|46347|46307|46375|46377|46397|46429|46401|46421|46475|46355|46345|46395|46393|46431|46469|46323|46343","3.11E-29","","KW-0832","2.645717457304082","0"
"1669","61","GO Biological Process","","Regulation of cell population proliferation","1.32E-26","SNAI2|SIRT1|MAPK1|CSNK2A1|MAZ|CYP27B1|MAPK14|IRF1|RARA|CDK4|E2F3|TCF3|ATF2|PPARGC1A|SRF|TP53|PHIP|JUNB|CEBPB|SMAD1|REST|STAT2|SP1|RARB|SMAD3|CDK10|FOXO3|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|DNMT1|ZEB1|PROX1|NR5A2|PRDM1|SMARCA1|JUN|ZBTB17|PIM2|WT1|GATA3|CDX2|ETS1|CDK1|GLI3|ESRRA|RARG|MITF|MECP2|HMGA1|PBX1|HMGA2|HIF1A|MYC|NR4A3|CTNNB1|DLX5|TFAP2A","46276","46391|46381|46489|46549|46545|46371|46499|46537|46533|46449|46357|46445|46411|46443|46563|46539|46515|46493|46341|46529|46379|46333|46427|46509|46447|46505|46453|46455|46495|46461|46351|46315|46311|46387|46441|46321|46329|46551|46561|46519|46303|46555|46471|46383|46325|46511|46503|46407|46463|46375|46397|46349|46401|46435|46419|46355|46431|46567|46469|46425|46343","3.89E-29","","GO:0042127","2.587942606879415","0"
"1850","63","COMPARTMENTS","","Nuclear lumen","8.2E-26","SNAI2|SIRT1|MAPK1|CSNK2A1|RELB|SPI1|TBP|IRF1|DPF2|RARA|CDK4|CREBBP|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|TP53|SSRP1|MYCN|PLK1|CEBPB|REST|MED14|GSK3B|DNMT3B|SP1|RARB|SMAD3|ATF4|PRPF4B|FOXO3|MEF2C|JARID2|ATF3|RBPJ|E2F1|DNMT1|ZEB1|PRDM1|SMARCA1|JUN|NCOA3|WT1|GATA3|CDX2|ETS1|CDK1|MAPK8|EHMT2|GLI3|ESRRA|NCOA1|MECP2|SATB1|HMGA1|BRCA1|HMGA2|HIF1A|RIOX1|MYC|CTNNB1","46276","46391|46381|46489|46549|46513|46527|46413|46537|46339|46533|46449|46557|46445|46571|46411|46443|46417|46563|46539|46547|46491|46331|46341|46379|46559|46541|46423|46427|46509|46447|46433|46467|46453|46455|46495|46351|46315|46311|46387|46441|46551|46561|46519|46485|46471|46383|46325|46511|46503|46507|46335|46407|46463|46347|46349|46429|46401|46421|46419|46355|46535|46431|46469","1.43E-28","","GOCC:0031981","2.5086186147616285","0"
"2492","71","GO Biological Process","","Regulation of developmental process","1.05E-25","SNAI2|SIRT1|MAPK1|SPI1|CYP27B1|MAPK14|IRF1|DPF2|RARA|CDK4|TRIP4|TCF3|ATF2|PPARGC1A|SRF|JDP2|TP53|PHIP|HIF1AN|JUNB|CEBPB|SMAD1|REST|TFE3|STAT2|GSK3B|SP1|RARB|SMAD3|ATF4|FOXO3|HUWE1|MEF2C|JARID2|RBPJ|E2F1|DNMT1|CUX1|ZEB1|PROX1|PRDM1|NCOA3|YBX1|NR5A1|KLF5|WT1|GATA3|CDX2|SRY|ETS1|CDK1|GLI3|WEE2|ESRRA|NCOA1|RARG|NFATC4|NFATC1|MITF|MECP2|PBX1|BRCA1|HMGA2|HIF1A|SP7|RIOX1|NR1H3|MYC|CTNNB1|NR1H2|TFAP2A","46276","46391|46381|46489|46527|46371|46499|46537|46339|46533|46449|46317|46445|46411|46443|46563|46403|46539|46515|46497|46493|46341|46529|46379|46373|46333|46541|46427|46509|46447|46433|46453|46409|46455|46495|46315|46311|46387|46543|46441|46321|46551|46485|46477|46531|46481|46471|46383|46325|46313|46511|46503|46407|46521|46463|46347|46375|46377|46525|46397|46349|46435|46421|46419|46355|46345|46535|46393|46431|46469|46323|46343","3.16E-28","","GO:0050793","2.497881070093006","0"
"11025","132","GO Biological Process","","Regulation of cellular process","1.28E-25","SNAI2|CEBPE|SIRT1|MAPK1|CSNK2A1|MAZ|RELB|USF2|SPI1|CYP27B1|MAPK14|TBP|NFYB|IRF1|DPF2|RARA|NR0B2|CDK4|TRIP4|ATF1|CREBBP|CSNK2A2|E2F3|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|JDP2|TP53|PHIP|ZNF462|SSRP1|MYCN|HIF1AN|PLK1|JUNB|CEBPB|SMAD1|REST|TFE3|STAT2|CLK4|MED14|GSK3B|DNMT3B|SP1|CASP9|RARB|SMAD3|NR1I2|ATF4|CDK10|FOXO3|HUWE1|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|NFYA|DUSP19|NR3C2|DNMT1|ETS2|CUX1|PIM3|ZEB1|PROX1|NR5A2|NR1I3|PRDM1|NFKB2|CHUK|SMARCA1|JUN|NCOA3|TSC22D3|YBX1|STK40|NR5A1|AMER1|ZBTB17|PIM2|SP2|ELK1|KLF5|WT1|GATA3|CDX2|SRY|PTMS|URI1|ETS1|CDK1|MAPK8|EHMT2|GLI3|WEE2|HMX1|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|NFATC1|MITF|MECP2|SATB1|HMGA1|ULK3|PBX1|DUSP7|BRCA1|WWP1|FLI1|HMGA2|HIF1A|HNF1A|SP7|RITA1|CEBPG|RIOX1|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2|TFAP2A","46276","46391|46569|46381|46489|46549|46545|46513|46565|46527|46371|46499|46413|46501|46537|46339|46533|46553|46449|46317|46415|46557|46359|46357|46445|46571|46411|46443|46417|46563|46403|46539|46515|46479|46547|46491|46497|46331|46493|46341|46529|46379|46373|46333|46367|46559|46541|46423|46427|46363|46509|46447|46483|46433|46505|46453|46409|46455|46495|46461|46351|46315|46311|46385|46517|46523|46387|46327|46543|46465|46441|46321|46329|46389|46551|46369|46473|46561|46519|46485|46451|46477|46305|46531|46309|46303|46555|46457|46437|46481|46471|46383|46325|46313|46439|46365|46511|46503|46507|46335|46407|46521|46487|46463|46347|46307|46375|46377|46525|46397|46349|46429|46401|46319|46435|46459|46421|46475|46337|46419|46355|46361|46345|46353|46395|46535|46393|46431|46567|46469|46425|46323|46343","3.92E-28","","GO:0050794","2.489279003035213","0"
"1146","51","GO Biological Process","","Positive regulation of gene expression","4.36E-25","CEBPE|SIRT1|MAPK1|MAZ|SPI1|MAPK14|IRF1|RARA|NR0B2|ATF2|PPARGC1A|TP53|MYCN|CEBPB|SMAD1|REST|GSK3B|DNMT3B|SP1|SMAD3|NR1I2|ATF4|MEF2C|ATF3|RBPJ|E2F1|DNMT1|PRDM1|CHUK|YBX1|NR5A1|WT1|GATA3|SRY|ETS1|CDK1|MAPK8|RARG|NFATC4|MITF|BRCA1|HMGA2|HIF1A|HNF1A|CEBPG|MYC|NR4A3|CTNNB1|DLX5|NR1H2|TFAP2A","46276","46569|46381|46489|46545|46527|46499|46537|46533|46553|46411|46443|46539|46491|46341|46529|46379|46541|46423|46427|46447|46483|46433|46455|46351|46315|46311|46387|46551|46473|46477|46531|46471|46383|46313|46511|46503|46507|46375|46377|46397|46421|46419|46355|46361|46395|46431|46567|46469|46425|46323|46343","1.36E-27","","GO:0010628","2.4360513510731416","0"
"1582","58","GO Biological Process","","Regulation of cell differentiation","4.58E-25","SNAI2|SIRT1|MAPK1|SPI1|CYP27B1|MAPK14|IRF1|DPF2|RARA|TRIP4|TCF3|SRF|JDP2|TP53|HIF1AN|JUNB|CEBPB|SMAD1|REST|TFE3|GSK3B|RARB|SMAD3|ATF4|FOXO3|MEF2C|RBPJ|E2F1|DNMT1|CUX1|ZEB1|PROX1|PRDM1|NCOA3|YBX1|KLF5|GATA3|CDX2|ETS1|CDK1|GLI3|WEE2|ESRRA|NCOA1|RARG|NFATC4|NFATC1|MITF|MECP2|PBX1|HIF1A|SP7|RIOX1|NR1H3|MYC|CTNNB1|NR1H2|TFAP2A","46276","46391|46381|46489|46527|46371|46499|46537|46339|46533|46317|46445|46563|46403|46539|46497|46493|46341|46529|46379|46373|46541|46509|46447|46433|46453|46455|46315|46311|46387|46543|46441|46321|46551|46485|46477|46481|46383|46325|46511|46503|46407|46521|46463|46347|46375|46377|46525|46397|46349|46435|46355|46345|46535|46393|46431|46469|46323|46343","1.46E-27","","GO:0045595","2.433913452199613","0"
"9083","123","COMPARTMENTS","","Membrane-bounded organelle","5.07E-25","SNAI2|CEBPE|SIRT1|MAPK1|CSNK2A1|MAZ|RELB|USF2|SPI1|PDHX|CYP27B1|MAPK14|TBP|NFYB|IRF1|DPF2|RARA|NR0B2|CDK4|TRIP4|ATF1|CREBBP|CSNK2A2|E2F3|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|JDP2|TP53|PHIP|SSRP1|MYCN|HIF1AN|PLK1|JUNB|CEBPB|SMAD1|REST|TFE3|STAT2|MED14|GSK3B|DNMT3B|SP1|CASP9|RARB|SMAD3|NR1I2|ATF4|PRPF4B|CDK10|FOXO3|HUWE1|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|NFYA|NR3C2|DNMT1|ETS2|CUX1|ZEB1|PROX1|NR5A2|NR1I3|PRDM1|NFKB2|CHUK|SMARCA1|JUN|NCOA3|YBX1|STK40|NR5A1|AMER1|SP2|ELK1|KLF5|WT1|GATA3|CDX2|SRY|URI1|ETS1|CDK1|MAPK8|EHMT2|GLI3|WEE2|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|NFATC1|MITF|MECP2|SATB1|HMGA1|PBX1|BRCA1|WWP1|FLI1|HMGA2|HIF1A|HNF1A|SP7|RITA1|CEBPG|RIOX1|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2|TFAP2A","46276","46391|46569|46381|46489|46549|46545|46513|46565|46527|46405|46371|46499|46413|46501|46537|46339|46533|46553|46449|46317|46415|46557|46359|46357|46445|46571|46411|46443|46417|46563|46403|46539|46515|46547|46491|46497|46331|46493|46341|46529|46379|46373|46333|46559|46541|46423|46427|46363|46509|46447|46483|46433|46467|46505|46453|46409|46455|46495|46461|46351|46315|46311|46385|46523|46387|46327|46543|46441|46321|46329|46389|46551|46369|46473|46561|46519|46485|46477|46305|46531|46309|46457|46437|46481|46471|46383|46325|46313|46365|46511|46503|46507|46335|46407|46521|46463|46347|46307|46375|46377|46525|46397|46349|46429|46401|46435|46421|46475|46337|46419|46355|46361|46345|46353|46395|46535|46393|46431|46567|46469|46425|46323|46343","1.1E-27","","GOCC:0043227","2.4294992040666665","0"
"11655","133","GO Biological Process","","Regulation of biological process","5.74E-24","SNAI2|CEBPE|SIRT1|MAPK1|CSNK2A1|MAZ|RELB|USF2|SPI1|CYP27B1|MAPK14|TBP|NFYB|IRF1|DPF2|RARA|NR0B2|CDK4|TRIP4|ATF1|CREBBP|CSNK2A2|E2F3|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|JDP2|TP53|PHIP|ZNF462|SSRP1|MYCN|FBXO33|HIF1AN|PLK1|JUNB|CEBPB|SMAD1|REST|TFE3|STAT2|CLK4|MED14|GSK3B|DNMT3B|SP1|CASP9|RARB|SMAD3|NR1I2|ATF4|CDK10|FOXO3|HUWE1|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|NFYA|DUSP19|NR3C2|DNMT1|ETS2|CUX1|PIM3|ZEB1|PROX1|NR5A2|NR1I3|PRDM1|NFKB2|CHUK|SMARCA1|JUN|NCOA3|TSC22D3|YBX1|STK40|NR5A1|AMER1|ZBTB17|PIM2|SP2|ELK1|KLF5|WT1|GATA3|CDX2|SRY|PTMS|URI1|ETS1|CDK1|MAPK8|EHMT2|GLI3|WEE2|HMX1|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|NFATC1|MITF|MECP2|SATB1|HMGA1|ULK3|PBX1|DUSP7|BRCA1|WWP1|FLI1|HMGA2|HIF1A|HNF1A|SP7|RITA1|CEBPG|RIOX1|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2|TFAP2A","46276","46391|46569|46381|46489|46549|46545|46513|46565|46527|46371|46499|46413|46501|46537|46339|46533|46553|46449|46317|46415|46557|46359|46357|46445|46571|46411|46443|46417|46563|46403|46539|46515|46479|46547|46491|46573|46497|46331|46493|46341|46529|46379|46373|46333|46367|46559|46541|46423|46427|46363|46509|46447|46483|46433|46505|46453|46409|46455|46495|46461|46351|46315|46311|46385|46517|46523|46387|46327|46543|46465|46441|46321|46329|46389|46551|46369|46473|46561|46519|46485|46451|46477|46305|46531|46309|46303|46555|46457|46437|46481|46471|46383|46325|46313|46439|46365|46511|46503|46507|46335|46407|46521|46487|46463|46347|46307|46375|46377|46525|46397|46349|46429|46401|46319|46435|46459|46421|46475|46337|46419|46355|46361|46345|46353|46395|46535|46393|46431|46567|46469|46425|46323|46343","1.87E-26","","GO:0050789","2.324108810760203","0"
"476","36","COMPARTMENTS","","Chromatin","7.41E-24","SNAI2|SIRT1|CSNK2A1|RELB|SPI1|TBP|IRF1|DPF2|RARA|NR0B2|CDK4|CREBBP|TCF3|ATF2|PPARGC1A|TP53|SSRP1|SP1|SMAD3|E2F1|DNMT1|SMARCA1|JUN|NCOA3|GATA3|EHMT2|NCOA1|RARG|NFATC1|MECP2|HMGA1|HMGA2|HIF1A|NR1H3|MYC|CTNNB1","46276","46391|46381|46549|46513|46527|46413|46537|46339|46533|46553|46449|46557|46445|46411|46443|46539|46547|46427|46447|46311|46387|46561|46519|46485|46383|46335|46347|46375|46525|46349|46401|46419|46355|46393|46431|46469","1.93E-26","","GOCC:0000785","2.313018179202067","0"
"1717","58","UniProt Keywords","","Isopeptide bond","8.43E-24","CEBPE|NFYB|IRF1|DPF2|RARA|TRIP4|ATF1|CREBBP|TCF3|JDP2|TP53|PHIP|ZNF462|SSRP1|PLK1|JUNB|CEBPB|TFE3|DNMT3B|SP1|SMAD3|ATF4|PRPF4B|MEF2C|ATF3|DNMT1|CUX1|ZEB1|PROX1|NR5A2|PRDM1|NFKB2|SMARCA1|JUN|YBX1|NR5A1|ZBTB17|ELK1|KLF5|WT1|ETS1|CDK1|EHMT2|GLI3|ESRRA|NCOA1|RARG|NFATC4|MITF|SATB1|HMGA1|BRCA1|HIF1A|SP7|CEBPG|MYC|NR1H2|TFAP2A","46276","46569|46501|46537|46339|46533|46317|46415|46557|46445|46403|46539|46515|46479|46547|46331|46493|46341|46373|46423|46427|46447|46433|46467|46455|46351|46387|46543|46441|46321|46329|46551|46369|46561|46519|46477|46531|46303|46437|46481|46471|46511|46503|46335|46407|46463|46347|46375|46377|46397|46429|46401|46421|46355|46345|46395|46431|46323|46343","8.78E-26","","KW-1017","2.307417242537526","0"
"2609","69","GO Biological Process","","Cellular response to chemical stimulus","7.13E-23","SNAI2|CEBPE|SIRT1|MAPK1|RELB|USF2|SPI1|MAPK14|NFYB|IRF1|RARA|CDK4|TRIP4|EPAS1|ATF2|PPARGC1A|CASP6|SRF|TP53|PHIP|HIF1AN|JUNB|CEBPB|SMAD1|REST|STAT2|GSK3B|SP1|CASP9|RARB|SMAD3|NR1I2|ATF4|FOXO3|MEF2C|JARID2|ATF3|RBPJ|E2F1|NR3C2|DNMT1|ZEB1|NR5A2|CHUK|JUN|NCOA3|YBX1|NR5A1|ELK1|KLF5|WT1|GATA3|URI1|CDK1|MAPK8|EHMT2|ESRRA|NCOA1|RARG|NFATC4|BRCA1|HIF1A|HNF1A|NR1H3|MYC|NR4A3|CTNNB1|DLX5|TFAP2A","46276","46391|46569|46381|46489|46513|46565|46527|46499|46501|46537|46533|46449|46317|46571|46411|46443|46417|46563|46539|46515|46497|46493|46341|46529|46379|46333|46541|46427|46363|46509|46447|46483|46433|46453|46455|46495|46351|46315|46311|46523|46387|46441|46329|46473|46519|46485|46477|46531|46437|46481|46471|46383|46365|46503|46507|46335|46463|46347|46375|46377|46421|46355|46361|46393|46431|46567|46469|46425|46343","2.36E-25","","GO:0070887","2.2146910470148136","0"
"5657","96","GO Biological Process","","Developmental process","3.03E-21","SNAI2|CEBPE|SIRT1|MAPK1|RELB|USF2|SPI1|CYP27B1|MAPK14|IRF1|DPF2|RARA|NR0B2|CDK4|CREBBP|CSNK2A2|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|JDP2|TP53|JUNB|CEBPB|SMAD1|FBXO45|REST|MED14|GSK3B|CASP9|RARB|SMAD3|NR1I2|ATF4|FOXO3|HUWE1|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|DNMT1|ETS2|ZEB1|PROX1|NR5A2|NR1I3|PRDM1|NFKB2|CHUK|SMARCA1|JUN|NCOA3|YBX1|STK40|NR5A1|AMER1|ZBTB17|SP2|ELK1|KLF5|WT1|GATA3|CDX2|SRY|ETS1|CDK1|EHMT2|GLI3|ESRRA|NCOA1|RARG|NFATC4|NFATC1|MITF|MECP2|PBX1|BRCA1|WWP1|FLI1|HMGA2|HIF1A|HNF1A|SP7|RITA1|CEBPG|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2|TFAP2A","46276","46391|46569|46381|46489|46513|46565|46527|46371|46499|46537|46339|46533|46553|46449|46557|46359|46445|46571|46411|46443|46417|46563|46403|46539|46493|46341|46529|46399|46379|46559|46541|46363|46509|46447|46483|46433|46453|46409|46455|46495|46461|46351|46315|46311|46387|46327|46441|46321|46329|46389|46551|46369|46473|46561|46519|46485|46477|46305|46531|46309|46303|46457|46437|46481|46471|46383|46325|46313|46511|46503|46335|46407|46463|46347|46375|46377|46525|46397|46349|46435|46421|46475|46337|46419|46355|46361|46345|46353|46395|46393|46431|46567|46469|46425|46323|46343","1.02E-23","","GO:0032502","2.0518557371497694","0"
"10113","124","COMPARTMENTS","","Organelle","4.79E-21","SNAI2|CEBPE|SIRT1|MAPK1|CSNK2A1|MAZ|RELB|USF2|SPI1|PDHX|CYP27B1|MAPK14|TBP|NFYB|IRF1|DPF2|RARA|NR0B2|CDK4|TRIP4|ATF1|CREBBP|CSNK2A2|E2F3|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|JDP2|TP53|PHIP|SSRP1|MYCN|HIF1AN|PLK1|JUNB|CEBPB|SMAD1|REST|TFE3|STAT2|MED14|GSK3B|DNMT3B|SP1|CASP9|RARB|SMAD3|NR1I2|ATF4|PRPF4B|CDK10|FOXO3|HUWE1|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|NFYA|NR3C2|DNMT1|ETS2|CUX1|ZEB1|PROX1|NR5A2|NR1I3|PRDM1|NFKB2|CHUK|SMARCA1|JUN|NCOA3|YBX1|STK40|NR5A1|AMER1|SP2|ELK1|KLF5|WT1|GATA3|CDX2|SRY|URI1|ETS1|CDK1|MAPK8|EHMT2|GLI3|WEE2|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|NFATC1|MITF|MECP2|SATB1|HMGA1|ULK3|PBX1|BRCA1|WWP1|FLI1|HMGA2|HIF1A|HNF1A|SP7|RITA1|CEBPG|RIOX1|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2|TFAP2A","46276","46391|46569|46381|46489|46549|46545|46513|46565|46527|46405|46371|46499|46413|46501|46537|46339|46533|46553|46449|46317|46415|46557|46359|46357|46445|46571|46411|46443|46417|46563|46403|46539|46515|46547|46491|46497|46331|46493|46341|46529|46379|46373|46333|46559|46541|46423|46427|46363|46509|46447|46483|46433|46467|46505|46453|46409|46455|46495|46461|46351|46315|46311|46385|46523|46387|46327|46543|46441|46321|46329|46389|46551|46369|46473|46561|46519|46485|46477|46305|46531|46309|46457|46437|46481|46471|46383|46325|46313|46365|46511|46503|46507|46335|46407|46521|46463|46347|46307|46375|46377|46525|46397|46349|46429|46401|46319|46435|46421|46475|46337|46419|46355|46361|46345|46353|46395|46535|46393|46431|46567|46469|46425|46323|46343","1.67E-23","","GOCC:0043226","2.031966448658544","0"
"11512","130","COMPARTMENTS","","Intracellular","6.79E-21","SNAI2|CEBPE|SIRT1|MAPK1|CSNK2A1|MAZ|RELB|USF2|SPI1|PDHX|CYP27B1|MAPK14|TBP|NFYB|IRF1|DPF2|RARA|NR0B2|CDK4|TRIP4|ATF1|CREBBP|CSNK2A2|E2F3|TCF3|EPAS1|ATF2|PPARGC1A|CASP6|SRF|JDP2|TP53|PHIP|SSRP1|MYCN|HIF1AN|PLK1|JUNB|CEBPB|SMAD1|FBXO45|REST|TFE3|STAT2|CLK4|MED14|GSK3B|DNMT3B|SP1|CASP9|RARB|SMAD3|NR1I2|ATF4|PRPF4B|CDK10|FOXO3|HUWE1|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|NFYA|NR3C2|DNMT1|ETS2|CUX1|PIM3|ZEB1|PROX1|NR5A2|NR1I3|PRDM1|NFKB2|CHUK|SMARCA1|JUN|NCOA3|TSC22D3|YBX1|STK40|NR5A1|AMER1|PIM2|SP2|ELK1|KLF5|WT1|GATA3|CDX2|SRY|URI1|ETS1|CDK1|MAPK8|EHMT2|GLI3|WEE2|ESRRA|NCOA1|MAP3K2|RARG|NFATC4|NFATC1|MITF|MECP2|SATB1|HMGA1|ULK3|PBX1|DUSP7|BRCA1|WWP1|FLI1|HMGA2|HIF1A|HNF1A|SP7|RITA1|CEBPG|RIOX1|NR1H3|MYC|NR4A3|CTNNB1|DLX5|NR1H2|TFAP2A","46276","46391|46569|46381|46489|46549|46545|46513|46565|46527|46405|46371|46499|46413|46501|46537|46339|46533|46553|46449|46317|46415|46557|46359|46357|46445|46571|46411|46443|46417|46563|46403|46539|46515|46547|46491|46497|46331|46493|46341|46529|46399|46379|46373|46333|46367|46559|46541|46423|46427|46363|46509|46447|46483|46433|46467|46505|46453|46409|46455|46495|46461|46351|46315|46311|46385|46523|46387|46327|46543|46465|46441|46321|46329|46389|46551|46369|46473|46561|46519|46485|46451|46477|46305|46531|46309|46555|46457|46437|46481|46471|46383|46325|46313|46365|46511|46503|46507|46335|46407|46521|46463|46347|46307|46375|46377|46525|46397|46349|46429|46401|46319|46435|46459|46421|46475|46337|46419|46355|46361|46345|46353|46395|46535|46393|46431|46567|46469|46425|46323|46343","2.66E-23","","GOCC:0005622","2.0168130225719496","0"
"3246","73","GO Biological Process","","Animal organ development","1.84E-20","SNAI2|CEBPE|SIRT1|MAPK1|RELB|USF2|SPI1|CYP27B1|MAPK14|IRF1|RARA|NR0B2|CDK4|CSNK2A2|TCF3|EPAS1|ATF2|PPARGC1A|SRF|TP53|JUNB|CEBPB|SMAD1|FBXO45|REST|GSK3B|CASP9|RARB|SMAD3|ATF4|FOXO3|MEF2C|JARID2|POU1F1|ATF3|RBPJ|E2F1|ZEB1|PROX1|NR5A2|PRDM1|NFKB2|SMARCA1|JUN|STK40|NR5A1|AMER1|ELK1|KLF5|WT1|GATA3|CDX2|CDK1|GLI3|ESRRA|NCOA1|RARG|NFATC4|NFATC1|MITF|MECP2|PBX1|FLI1|HMGA2|HIF1A|HNF1A|SP7|CEBPG|MYC|NR4A3|CTNNB1|DLX5|TFAP2A","46276","46391|46569|46381|46489|46513|46565|46527|46371|46499|46537|46533|46553|46449|46359|46445|46571|46411|46443|46563|46539|46493|46341|46529|46399|46379|46541|46363|46509|46447|46433|46453|46455|46495|46461|46351|46315|46311|46441|46321|46329|46551|46369|46561|46519|46305|46531|46309|46437|46481|46471|46383|46325|46503|46407|46463|46347|46375|46377|46525|46397|46349|46435|46337|46419|46355|46361|46345|46395|46431|46567|46469|46425|46343","6.45E-23","","GO:0048513","1.9735182176990462","0"
"210","25","KEGG Pathways","","Human T-cell leukemia virus 1 infection","2.7E-20","MAPK1|RELB|SPI1|TBP|NFYB|CDK4|CREBBP|E2F3|TCF3|ATF2|SRF|TP53|SMAD3|ATF4|E2F1|ETS2|NFKB2|CHUK|JUN|ELK1|ETS1|MAPK8|NFATC4|NFATC1|MYC","46276","46489|46513|46527|46413|46501|46449|46557|46357|46445|46411|46563|46539|46447|46433|46311|46327|46369|46473|46519|46437|46511|46507|46377|46525|46431","8.02E-23","","hsa05166","1.9568636235841013","0"
"1363","49","GO Biological Process","","Response to endogenous stimulus","4.87E-20","SNAI2|SIRT1|MAPK1|SPI1|CYP27B1|MAPK14|RARA|CDK4|TRIP4|ATF2|CASP6|SRF|TP53|PHIP|CEBPB|SMAD1|REST|STAT2|GSK3B|SP1|CASP9|RARB|SMAD3|ATF4|FOXO3|MEF2C|E2F1|NR3C2|DNMT1|ZEB1|NR5A2|JUN|NCOA3|NR5A1|ELK1|WT1|GATA3|URI1|EHMT2|GLI3|ESRRA|NCOA1|RARG|BRCA1|HNF1A|NR1H3|NR4A3|CTNNB1|DLX5","46276","46391|46381|46489|46527|46371|46499|46533|46449|46317|46411|46417|46563|46539|46515|46341|46529|46379|46333|46541|46427|46363|46509|46447|46433|46453|46455|46311|46523|46387|46441|46329|46519|46485|46531|46437|46471|46383|46365|46335|46407|46463|46347|46375|46421|46361|46393|46567|46469|46425","1.74E-22","","GO:0009719","1.9312471038785364","0"
"2019","58","GO Biological Process","","Cellular response to organic substance","6.93E-20","SNAI2|CEBPE|SIRT1|MAPK1|SPI1|MAPK14|NFYB|IRF1|RARA|CDK4|TRIP4|ATF2|CASP6|SRF|TP53|PHIP|CEBPB|SMAD1|REST|STAT2|GSK3B|SP1|CASP9|RARB|SMAD3|ATF4|FOXO3|MEF2C|JARID2|ATF3|E2F1|NR3C2|DNMT1|ZEB1|NR5A2|CHUK|JUN|NCOA3|YBX1|NR5A1|ELK1|KLF5|WT1|GATA3|URI1|CDK1|MAPK8|EHMT2|ESRRA|NCOA1|RARG|BRCA1|HIF1A|HNF1A|NR1H3|NR4A3|CTNNB1|DLX5","46276","46391|46569|46381|46489|46527|46499|46501|46537|46533|46449|46317|46411|46417|46563|46539|46515|46341|46529|46379|46333|46541|46427|46363|46509|46447|46433|46453|46455|46495|46351|46311|46523|46387|46441|46329|46473|46519|46485|46477|46531|46437|46481|46471|46383|46365|46503|46507|46335|46463|46347|46375|46421|46355|46361|46393|46567|46469|46425","2.52E-22","","GO:0071310","1.9159266765388192","0"
