"Node","NodeType","ZeroAct","UpAct","DownAct","AvgAct"
"RARA","M",0,100,0,100
"RARB","M",0,100,0,100
"RARG","M",0,100,0,100
"RB1","M",0,0,100,-100
"RBPJ","M",0,100,0,100
"REL","M",0,100,0,100
"RELA","M",0,100,0,100
"RUNX1","M",0,0,100,-100
"RUNX2","M",0,100,0,100
"RXRA","M",0,100,0,100
"SIRT1","M",0,100,0,100
"SMAD1","M",0,100,0,100
"SMAD2","M",0,100,0,100
"SMAD3","M",0,100,0,100
"SMAD4","M",0,100,0,100
"SMAD5","M",0,0,100,-100
"SOX17","M",0,100,0,100
"SOX2","M",0,0,100,-100
"SOX9","M",0,100,0,100
"SP1","M",0,100,0,100
"SP3","M",0,100,0,100
"SP4","M",0,100,0,100
"SPI1","M",0,100,0,100
"SRF","M",0,100,0,100
"STAT2","M",0,100,0,100
"STAT3","M",0,100,0,100
"STAT5A","M",0,0,100,-100
"STAT6","M",0,0,100,-100
"TAF1","M",0,0,100,-100
"TAL1","M",0,100,0,100
"TBX2","M",0,100,0,100
"TCF3","M",0,100,0,100
"TFAP4","M",0,100,0,100
"THRA","M",0,100,0,100
"TP53","M",0,100,0,100
"TP63","M",0,100,0,100
"TP73","M",0,100,0,100
"TWIST1","M",0,100,0,100
"USF1","M",0,100,0,100
"VDR","M",0,100,0,100
"WT1","M",0,100,0,100
"YBX1","M",0,100,0,100
"ZBTB16","M",0,0,100,-100
"ZBTB17","M",0,100,0,100
